,id,fstart,fend,ftype,pers,volume,logvol,majority class,homogeneity,major class size,major class coverage,idx
48,344,-0,0.000936189026106149,minima-saddle,0.000936189026106149,706,6.561030665896573,jigsaw puzzle,1,706,0.523,49
49,347,-0,0.0005202832818031311,minima-saddle,0.0003381395654287189,242,5.493061443340548,knee pad,1,242,0.1793,50
50,352,-0,0.0049634575843811035,minima-saddle,0.0049634575843811035,870,6.769641976852503,cauliflower,1,870,0.6444,51
51,354,-0,0.0005202832818031311,minima-saddle,0.0004167880106251687,858,6.755768921984255,carousel,1,858,0.6356,52
52,357,-0,0.0005202832818031311,minima-saddle,0.0002714027068577707,426,6.056784013228625,sundial,1,426,0.3156,53
53,359,-0,0.0005202832818031311,minima-saddle,0.0004727914638351649,338,5.82600010738045,plate rack,0.9970414042472839,337,0.3055,54
54,360,-0,0.0010845737997442484,minima-saddle,0.0010845737997442484,613,6.419994928147142,plane,1,613,0.4541,55
55,361,-0,0.0005202832818031311,minima-saddle,0.0002348147245356813,457,6.126869184114185,fireboat,0.9978117942810059,456,0.3378,56
56,364,-0,0.0005202832818031311,minima-saddle,0.00030489088385365903,565,6.338594078203183,yurt,1,565,0.4185,57
57,374,-0,0.0005202832818031311,minima-saddle,0.00034767304896377027,710,6.566672429803241,triceratops,1,710,0.5395,58
58,383,0.0000020265558760002023,0.0005223098376791313,minima-saddle,0.00017689057858660817,53,3.9889840465642745,remote control,1,53,0.0393,59
59,384,-0,0.0005202832818031311,minima-saddle,0.0002882065309677273,479,6.173786103901937,accordion,1,479,0.3548,60
60,395,-0,0.0005202832818031311,minima-saddle,0.00017891713650897145,728,6.591673732008658,maypole,1,728,0.5393,61
61,407,-0,0.0007717015105299652,minima-saddle,0.0007717015105299652,480,6.175867270105761,harmonica,1,480,0.3556,62
62,412,-0,0.0005202832818031311,minima-saddle,0.00012599628826137632,321,5.7745515455444085,ocarina,1,321,0.2378,63
63,420,-0,0.0005620330339297652,minima-saddle,0.0005620330339297652,467,6.148468295917647,hotdog,1,467,0.3459,64
64,421,-0,0.0005202832818031311,minima-saddle,0.00020561488054227084,256,5.54907608489522,amphibian,1,256,0.1896,65
65,434,-0,0.0005202832818031311,minima-saddle,0.000490068516228348,240,5.484796933490655,cocktail shaker,1,240,0.1993,66
66,439,5.960462772236497e-7,0.003118534805253148,minima-saddle,0.003117938758805394,885,6.786716950605081,lionfish,1,885,0.6556,67
67,440,-0,0.0005202832818031311,minima-saddle,0.00017331528943032026,276,5.6240175061873385,punching bag,1,276,0.2128,68
68,448,-0,0.0005202832818031311,minima-saddle,0.00021562635083682835,231,5.44673737166631,candle,1,231,0.1711,69
69,449,-0,0.0005202832818031311,minima-saddle,0.0002002515539061278,572,6.35088571671474,buckeye,1,572,0.4237,70
70,468,-0,0.0005202832818031311,minima-saddle,0.00017736769223120064,274,5.616771097666572,Band Aid,1,274,0.203,71
71,483,4.768370445162873e-7,0.0009076051646843553,minima-saddle,0.0009071283275261521,122,4.812184355372417,sarong,1,122,0.0904,72
72,493,-0,0.0005202832818031311,minima-saddle,0.00014888131408952177,567,6.342121418721152,potter's wheel,1,567,0.42,73
73,496,-0,0.0012879418209195137,minima-saddle,0.0012879418209195137,418,6.037870919922137,sturgeon,1,418,0.3096,74
74,499,-0,0.0020768519025295973,minima-saddle,0.0020768519025295973,806,6.693323668269949,space shuttle,1,806,0.6258,75
75,511,-0,0.0006366133457049727,minima-saddle,0.0006366133457049727,587,6.376726947898627,quill,1,587,0.4348,76
76,512,-0,0.0008718741592019796,minima-saddle,0.0008718741592019796,739,6.606650186198215,golfcart,1,739,0.5474,77
77,514,-0,0.0005202832818031311,minima-saddle,0.00017736769223120064,488,6.192362489474872,mousetrap,1,488,0.3615,78
78,515,-0,0.0010355116100981832,minima-saddle,0.0010355116100981832,955,6.862757913051401,jack-o'-lantern,1,955,0.7074,79
79,526,-0,0.00156589865218848,minima-saddle,0.00156589865218848,619,6.429719478039138,slide rule,1,619,0.5107,80
80,527,0.00003671578815556131,0.000860320869833231,minima-saddle,0.0008236051071435213,63,4.1588830833596715,Pomeranian,1,63,0.0467,81
81,538,-0,0.0008697302546352148,minima-saddle,0.0008697302546352148,631,6.448889394146858,organ,1,631,0.4674,82
82,540,-0,0.0005202832818031311,minima-saddle,0.0002474478678777814,443,6.095824562432225,chain saw,1,443,0.3561,83
83,541,-0,0.000745018885936588,minima-saddle,0.000745018885936588,213,5.365976015021851,vacuum,1,213,0.1578,84
84,555,-0,0.0005202832818031311,minima-saddle,0.00017891713650897145,361,5.8916442118257715,swing,1,361,0.2674,85
85,562,8.344646857949556e-7,0.0020674539264291525,minima-saddle,0.002066619461402297,456,6.124683390894205,liner,1,456,0.3378,86
86,573,-0,0.0005202832818031311,minima-saddle,0.0002669931564014405,193,5.267858159063328,plunger,1,193,0.148,87
87,592,0.0000058412379075889476,0.0005261245197107201,minima-saddle,0.00041702392627485096,18,2.9444389791664403,Kerry blue terrier,1,18,0.0136,88
88,593,4.768370445162873e-7,0.0011942405253648758,minima-saddle,0.0011937636882066727,447,6.104793232414985,llama,1,447,0.3311,89
89,605,-0,0.0014036574866622686,minima-saddle,0.0014036574866622686,781,6.661854740545311,thatch,1,781,0.5785,90
90,611,-0,0.0015886317705735564,minima-saddle,0.0015886317705735564,614,6.421622267806518,limousine,1,614,0.4548,91
91,615,-0,0.0005202832818031311,minima-saddle,0.00036399890086613595,123,4.820281565605037,wig,1,123,0.0911,92
92,638,-0,0.0009284476400353014,minima-saddle,0.0009284476400353014,720,6.580639137284949,pineapple,1,720,0.5333,93
93,639,2.3841855067985307e-7,0.0011507801245898008,minima-saddle,0.0011505417060106993,539,6.29156913955832,running shoe,0.9981446862220764,538,0.3985,94
94,642,0.0000011920922133867862,0.0005214753740165179,minima-saddle,0.00040093917050398886,252,5.53338948872752,planetarium,1,252,0.1909,95
95,646,-0,0.0006649667047895491,minima-saddle,0.0006649667047895491,583,6.369900982828227,thimble,1,583,0.4319,96
96,659,-0,0.0008450751192867756,minima-saddle,0.0008450751192867756,312,5.746203190540153,ant,1,312,0.2311,97
97,661,-0,0.0005202832818031311,minima-saddle,0.00022003613412380219,296,5.6937321388027,shopping basket,0.9966216087341309,295,0.2185,98
98,667,-0,0.0005202832818031311,minima-saddle,0.0004159538948442787,519,6.253828811575473,hard disc,1,519,0.3844,99
99,677,-0,0.0008825936238281429,minima-saddle,0.0008825936238281429,683,6.52795791762255,paddlewheel,1,683,0.5059,100
100,688,0.00004339123915997334,0.0007192885386757553,minima-saddle,0.0006758972886018455,62,4.143134726391533,great white shark,1,62,0.0459,101
101,689,0.0003947432560380548,0.002796788467094302,minima-saddle,0.0024020452983677387,12,2.5649493574615367,cliff,1,12,0.0089,102
102,694,-0,0.0009715604246594012,minima-saddle,0.0009715604246594012,413,6.025865973825314,milk can,1,413,0.3601,103
103,702,-0,0.0005924138822592795,minima-saddle,0.0005924138822592795,846,6.741700694652055,pool table,1,846,0.6267,104
104,703,-0,0.0005202832818031311,minima-saddle,0.0002131234941771254,592,6.385194398997726,pinwheel,1,592,0.5073,105
105,705,-0,0.0007508557755500078,minima-saddle,0.0007508557755500078,495,6.206575926724928,birdhouse,0.9959595799446106,493,0.3652,106
106,715,-0,0.0012119814055040479,minima-saddle,0.0012119814055040479,692,6.541029999189903,hippopotamus,1,692,0.5126,107
107,718,-0,0.0005202832818031311,minima-saddle,0.0002636561985127628,292,5.680172609017068,crutch,1,292,0.2163,108
108,733,-0,0.0005202832818031311,minima-saddle,0.00022897482267580926,210,5.351858133476067,dalmatian,0.9952380657196045,209,0.1548,109
109,735,-0,0.0005202832818031311,minima-saddle,0.00022754464589525014,354,5.872117789475416,safety pin,1,354,0.2704,110
110,743,-0,0.0005202832818031311,minima-saddle,0.00019858295854646713,646,6.472346294500901,marimba,1,646,0.4785,111
111,744,0.0000107287787614041,0.001086002797819674,minima-saddle,0.0010752739617601037,96,4.574710978503383,racket,1,96,0.0711,112
112,755,-0,0.002628445392474532,minima-saddle,0.002628445392474532,938,6.844815479208263,axolotl,0.9989339113235474,937,0.6941,113
113,759,-0,0.00134151556994766,minima-saddle,0.00134151556994766,467,6.148468295917647,kimono,1,467,0.3459,114
114,765,0.000014543427823809907,0.000534826709626941,minima-saddle,0.00025519082555547357,40,3.713572066704308,electric ray,1,40,0.0296,115
115,791,0.0000034570634852570947,0.0036222815979272127,minima-saddle,0.00361882452853024,524,6.263398262591624,leafhopper,1,524,0.3881,116
116,796,0.0000046491513785440475,0.0005249324331816752,minima-saddle,0.00016616316861473024,32,3.4965075614664802,Saluki,1,32,0.0237,117
117,804,-0,0.002061267616227269,minima-saddle,0.002061267616227269,880,6.78105762593618,three-toed sloth,0.9988636374473572,879,0.6511,118
118,859,-0,0.0008168459753505886,minima-saddle,0.0008168459753505886,444,6.09807428216624,pick,1,444,0.3679,119
119,860,-0,0.0005202832818031311,minima-saddle,0.00047195740626193583,540,6.293419278846481,shower cap,0.9981481432914734,539,0.3993,120
120,871,-0,0.000696654780767858,minima-saddle,0.000696654780767858,546,6.304448802421981,stinkhorn,1,546,0.4044,121
121,879,0.000005245195097813848,0.000525528476900945,minima-saddle,0.0003623286902438849,42,3.7612001156935624,consomme,1,42,0.0334,122
122,891,-0,0.0005710878176614642,minima-saddle,0.0005710878176614642,730,6.594413459749778,water tower,0.998630166053772,729,0.54,123
123,892,-0,0.0008459088858217001,minima-saddle,0.0008459088858217001,273,5.6131281063880705,tricycle,1,273,0.2022,124
124,893,-0,0.0005202832818031311,minima-saddle,0.00027414379292167723,323,5.780743515792329,bulletproof vest,1,323,0.2635,125
125,899,-0,0.0011726891389116645,minima-saddle,0.0011726891389116645,703,6.556778356158042,football helmet,1,703,0.5207,126
126,919,-0,0.0007919512572698295,minima-saddle,0.0007919512572698295,532,6.278521424165844,baseball,1,532,0.3941,127
127,952,0.000013828182090946939,0.0014415121404454112,minima-saddle,0.0014276839792728424,27,3.332204510175204,dome,1,27,0.02,128
128,972,-0,0.0005202832818031311,minima-saddle,0.00031454383861273527,498,6.212606095751519,panpipe,1,498,0.3689,129
129,974,3.576278118089249e-7,0.0005206409096149401,minima-saddle,0.0001459014747524634,140,4.948759890378168,flatworm,1,140,0.1037,130
130,989,0.000001311301275563892,0.0010765953920781612,minima-saddle,0.0010752840898931026,373,5.924255797414532,wing,1,373,0.2763,131
131,996,-0,0.004614538047462702,minima-saddle,0.004614538047462702,1097,7.001245622069476,rapeseed,1,1097,0.8126,132
132,1004,0.00007056941103655845,0.0005908526928396896,minima-saddle,0.0002044086140813306,16,2.833213344056216,otter,1,16,0.0119,133
133,1005,1.1920928244535389e-7,0.0005654881824739277,minima-saddle,0.000565368973184377,590,6.3818160174060985,geyser,1,590,0.437,134
134,1011,-0,0.0005202832818031311,minima-saddle,0.00019643761334009469,81,4.406719247264253,mixing bowl,1,81,0.06,135
135,1019,-0,0.0012727025896310806,minima-saddle,0.0012727025896310806,604,6.405228458030842,traffic light,0.998344361782074,603,0.4467,136
136,1031,4.768370445162873e-7,0.0005207601188476474,minima-saddle,0.00022706780873704702,204,5.3230099791384085,jean,1,204,0.1511,137
137,1037,0.000007033323527139146,0.00938220415264368,minima-saddle,0.009375170804560184,518,6.251903883165888,Brabancon griffon,1,518,0.4625,138
138,1043,0.000005125986263010418,0.0005254092680661416,minima-saddle,0.00031251629116013646,18,2.9444389791664403,can opener,1,18,0.0133,139
139,1052,0.000045298504119273275,0.0005655817859224044,minima-saddle,0.00019094638992100954,10,2.3978952727983707,bakery,1,10,0.0074,140
140,1053,-0,0.002310109091922641,minima-saddle,0.002310109091922641,446,6.102558594613569,cinema,1,446,0.3304,141
141,1054,-0,0.0005202832818031311,minima-saddle,0.00030357998912222683,726,6.588926477533519,armadillo,0.9986225962638855,725,0.537,142
142,1057,-0,0.0020768519025295973,minima-saddle,0.0020768519025295973,763,6.638567789166521,drilling platform,1,763,0.5652,143
143,1070,-0,0.0005202832818031311,minima-saddle,0.00030357998912222683,601,6.400257445308821,trilobite,1,601,0.4452,144
144,1075,-0,0.0006700892699882388,minima-saddle,0.0006700892699882388,474,6.163314804034641,washer,1,474,0.3511,145
145,1081,-0,0.0005202832818031311,minima-saddle,0.00040904260822571814,490,6.19644412779452,waffle iron,1,490,0.4128,146
146,1091,-0,0.004741496406495571,minima-saddle,0.004741496406495571,940,6.846943139585379,goldfinch,0.9989361763000488,939,0.6956,147
147,1104,-0,0.0005202832818031311,minima-saddle,0.000490068516228348,322,5.777652323222656,saltshaker,1,322,0.2385,148
148,1116,-0,0.0025295186787843704,minima-saddle,0.0025295186787843704,640,6.46302945692067,aircraft carrier,0.9984375238418579,639,0.4733,149
149,1133,-0,0.0005208089714869857,minima-saddle,0.0005208089714869857,402,5.998936561946683,croquet ball,1,402,0.2978,150
150,1143,4.768370445162873e-7,0.0009120118920691311,minima-saddle,0.000911535054910928,243,5.497168225293202,espresso maker,1,243,0.2049,151
151,1151,2.3841855067985307e-7,0.0022267326712608337,minima-saddle,0.002226494252681732,724,6.586171654854675,web site,1,724,0.5363,152
152,1159,-0,0.0005202832818031311,minima-saddle,0.000497336674015969,487,6.1903154058531475,trifle,1,487,0.3607,153
153,1168,0.000006079655122448457,0.0005263629369255796,minima-saddle,0.0003262206446379423,16,2.833213344056216,groom,1,16,0.0119,154
154,1172,-0,0.0005202832818031311,minima-saddle,0.00021407696476671845,190,5.25227342804663,maraca,0.9947368502616882,189,0.14,155
155,1221,-0,0.0008224442135542631,minima-saddle,0.0008224442135542631,696,6.546785410760524,forklift,1,696,0.5156,156
156,1246,-0,0.0005202832818031311,minima-saddle,0.00035446559195406735,882,6.78332520060396,African grey,1,882,0.6533,157
157,1299,3.576278118089249e-7,0.001515550771728158,minima-saddle,0.0015151931438595057,174,5.1647859739235145,eggnog,1,174,0.14,158
158,1307,-0,0.0005202832818031311,minima-saddle,0.0001627074379939586,103,4.6443908991413725,swab,1,103,0.0763,159
159,1327,2.3841855067985307e-7,0.0010680215200409293,minima-saddle,0.0010677831014618278,156,5.056245805348308,abaya,1,156,0.1156,160
160,1328,9.536738616588991e-7,0.00052123695566479,minima-saddle,0.00043335065129213035,300,5.707110264748875,sorrel,1,300,0.2222,161
161,1379,4.768370445162873e-7,0.0005207601188476474,minima-saddle,0.00021574542915914208,101,4.624972813284271,microphone,1,101,0.0748,162
162,1384,-0,0.0005202832818031311,minima-saddle,0.0002474478678777814,207,5.337538079701318,oil filter,1,207,0.1769,163
163,1408,-0,0.0005202832818031311,minima-saddle,0.00044860312482342124,180,5.198497031265826,loupe,1,180,0.1333,164
164,1412,0.000002145764938177308,0.006006760522723198,minima-saddle,0.006004614755511284,849,6.745236349484363,Komodo dragon,1,849,0.6289,165
165,1417,-0,0.0005202832818031311,minima-saddle,0.0005150898941792548,252,5.53338948872752,barrow,1,252,0.1867,166
166,1433,0.0000027418097943154862,0.0012296028435230255,minima-saddle,0.0012268610298633575,44,3.8066624897703196,West Highland white terrier,1,44,0.0326,167
167,1440,-0,0.0007976687629707158,minima-saddle,0.0007976687629707158,590,6.3818160174060985,hip,0.998305082321167,589,0.4363,168
168,1442,-0,0.001179595128633082,minima-saddle,0.001179595128633082,913,6.81783057145415,ostrich,0.9989047050476074,912,0.6756,169
169,1443,-0,0.0005983707960695028,minima-saddle,0.0005983707960695028,251,5.529429087511423,rocking chair,1,251,0.1859,170
170,1462,-0,0.006011145189404488,minima-saddle,0.006011145189404488,838,6.732210706467206,red-breasted merganser,1,838,0.7036,171
171,1468,-0,0.0005202832818031311,minima-saddle,0.000144709600135684,456,6.124683390894205,turnstile,1,456,0.3378,172
172,1477,-0,0.0013366345083341002,minima-saddle,0.0013366345083341002,776,6.655440350367647,school bus,1,776,0.5748,173
173,1483,-0,0.0005202832818031311,minima-saddle,0.00031418632715940475,483,6.182084906716632,rotisserie,1,483,0.3578,174
174,1500,2.3841855067985307e-7,0.0007229813490994275,minima-saddle,0.0007227429305203259,139,4.941642422609304,long-horned beetle,1,139,0.103,175
175,1504,0.00003397406908334233,0.0005542573508864735,minima-saddle,0.0003932999388780445,22,3.1354942159291497,patas,1,22,0.0163,176
176,1508,-0,0.0011810240102931857,minima-saddle,0.0011810240102931857,834,6.727431724850855,jackfruit,1,834,0.6178,177
177,1527,2.3841855067985307e-7,0.0006672301678918302,minima-saddle,0.0006669917493127286,207,5.337538079701318,oxygen mask,1,207,0.1533,178
178,1534,-0,0.0005202832818031311,minima-saddle,0.00016175392374861985,488,6.192362489474872,apiary,1,488,0.3615,179
179,1538,0.00002586808113846928,0.0005461513629416004,minima-saddle,0.00020715892605949193,10,2.3978952727983707,padlock,1,10,0.0074,180
180,1566,-0,0.0005202832818031311,minima-saddle,0.0004741021548397839,544,6.300785794663244,gas pump,1,544,0.403,181
181,1576,-0,0.0005202832818031311,minima-saddle,0.00041797960875555873,539,6.29156913955832,acorn,1,539,0.3993,182
182,1581,-0,0.0005202832818031311,minima-saddle,0.00028272447525523603,439,6.0867747269123065,pretzel,1,439,0.3252,183
183,1589,0.00003361645576660521,0.000974537746515125,minima-saddle,0.0009409213089384139,125,4.836281906951478,steel arch bridge,1,125,0.1039,184
184,1612,-0,0.0008733034483157098,minima-saddle,0.0008733034483157098,458,6.129050210060545,bell pepper,0.9978166222572327,457,0.3385,185
185,1614,1.1920928244535389e-7,0.0005721600609831512,minima-saddle,0.0005720408516936004,655,6.486160788944089,manhole cover,1,655,0.4852,186
186,1624,-0,0.0005202832818031311,minima-saddle,0.0001685477327555418,248,5.517452896464707,radiator,1,248,0.1903,187
187,1628,7.152555099310121e-7,0.0005209985373130622,minima-saddle,0.00016759410209488124,58,4.07753744390572,plastic bag,1,58,0.0518,188
188,1636,-0,0.001321634161286056,minima-saddle,0.001321634161286056,431,6.068425588244111,fur coat,1,431,0.3193,189
189,1637,-0,0.0010355116100981832,minima-saddle,0.0010355116100981832,269,5.598421958998375,seat belt,1,269,0.1993,190
190,1666,1.1920928244535389e-7,0.001444607158191502,minima-saddle,0.0014444879489019513,538,6.289715570908998,bald eagle,1,538,0.3985,191
191,1680,-0,0.0005202832818031311,minima-saddle,0.0004757702990900725,562,6.333279628139691,goldfish,1,562,0.4163,192
192,1683,-0,0.0007649118197150528,minima-saddle,0.0007649118197150528,360,5.8888779583328805,greenhouse,1,360,0.2667,193
193,1697,0.00003814624506048858,0.0005584295268636197,minima-saddle,0.00018379681569058448,11,2.4849066497880004,Egyptian cat,1,11,0.0081,194
194,1703,0.0000017881377516459906,0.0006909366929903626,minima-saddle,0.0006891485536471009,84,4.442651256490317,hog,1,84,0.0622,195
195,1705,1.1920928244535389e-7,0.0014036574866622686,minima-saddle,0.0014035382773727179,487,6.1903154058531475,brass,1,487,0.3607,196
196,1711,0.000009179073458653875,0.003371034050360322,minima-saddle,0.003361854935064912,585,6.373319789577012,magpie,0.9982905983924866,584,0.4326,197
197,1723,0.0000014305104514278355,0.0011364913079887629,minima-saddle,0.0011350607965141535,286,5.659482215759621,snowplow,1,286,0.2119,198
198,1746,-0,0.0022762122098356485,minima-saddle,0.0022762122098356485,729,6.593044534142437,harvestman,1,729,0.54,199
199,1747,-0,0.0007488307310268283,minima-saddle,0.0007488307310268283,483,6.182084906716632,platypus,1,483,0.3654,200
200,1748,0.00006031808152329177,0.005752674303948879,minima-saddle,0.005692356266081333,43,3.784189633918261,pole,1,43,0.0319,201
201,1765,0.000013589766240329482,0.0014116332167759538,minima-saddle,0.0013980434741824865,12,2.5649493574615367,bookshop,1,12,0.0089,202
202,1800,0.000013112935448589269,0.0008654424455016851,minima-saddle,0.0008523294818587601,43,3.784189633918261,diaper,1,43,0.0319,203
203,1823,0.0000066756979322235566,0.0032573281787335873,minima-saddle,0.0032506524585187435,420,6.042632833682381,weevil,1,420,0.3111,204
204,1828,0.000006556489552167477,0.0019872693810611963,minima-saddle,0.0019807128701359034,81,4.406719247264253,ballpoint,1,81,0.063,205
205,1852,-0,0.0005924138822592795,minima-saddle,0.0005924138822592795,644,6.4692503167957724,airship,1,644,0.477,206
206,1866,-0,0.0007919512572698295,minima-saddle,0.0007919512572698295,532,6.278521424165844,chiton,1,532,0.3941,207
207,1890,-0,0.0005202832818031311,minima-saddle,0.000341476290486753,300,5.707110264748875,chain mail,1,300,0.2222,208
208,1891,-0,0.0017115719383582473,minima-saddle,0.0017115719383582473,808,6.695798917058491,centipede,0.9987623691558838,807,0.5978,209
209,1896,0.000001311301275563892,0.0008717550663277507,minima-saddle,0.0008704437641426921,256,5.54907608489522,walking stick,1,256,0.1896,210
210,1898,-0,0.0006860524881631136,minima-saddle,0.0006860524881631136,933,6.839476438228843,king penguin,1,933,0.6911,211
211,1906,-0,0.0007926659309305251,minima-saddle,0.0007926659309305251,215,5.375278407684165,bow tie,1,215,0.1593,212
212,1910,0.000002145764938177308,0.0005224290467413085,minima-saddle,0.0004227450699545443,138,4.9344739331306915,fire engine,1,138,0.1022,213
213,1916,9.536738616588991e-7,0.0005640584276989102,minima-saddle,0.000563104753382504,95,4.564348191467836,Windsor tie,1,95,0.0752,214
214,1919,1.1920928244535389e-7,0.0016445695655420423,minima-saddle,0.0016444503562524915,587,6.376726947898627,albatross,1,587,0.4348,215
215,1924,0.000005483612312673358,0.0005257668941158045,minima-saddle,0.0002275433944305405,21,3.091042453358316,padlock,1,21,0.0156,216
216,1930,1.1920928244535389e-7,0.0030581632163375616,minima-saddle,0.003058044007048011,958,6.8658910748834385,Gila monster,1,958,0.7096,217
217,1938,0.0002060916303889826,0.001591369160450995,minima-saddle,0.0013852774864062667,25,3.258096538021482,Great Dane,1,25,0.0185,218
218,1940,-0,0.0005202832818031311,minima-saddle,0.0002002515539061278,393,5.976350909297934,puffer,1,393,0.2911,219
