,id,fstart,fend,ftype,pers,volume,logvol,majority class,homogeneity,major class size,major class coverage,idx
80,130,0.013980081304907799,0.02302884303033352,minima-saddle,0.0019399970769882202,1,0.6931471805599453,miniature schnauzer,1,1,0.0007,81
81,131,-0,0.00904876172542572,minima-saddle,0.00021562635083682835,546,6.304448802421981,torch,1,546,0.4044,82
82,134,0.0007465674425475299,0.00979532916797325,minima-saddle,0.00012816523667424917,1,0.6931471805599453,Arctic fox,1,1,0.0007,83
83,135,0.004350127186626196,0.013398888912051916,minima-saddle,0.0006811781786382198,1,0.6931471805599453,alp,1,1,0.0007,84
84,138,0.00044490929576568305,0.009493671021191403,minima-saddle,0.00022732428624294698,1,0.6931471805599453,ram,1,1,0.0007,85
85,139,0.07680951803922653,0.16759656369686127,minima-saddle,0.09078704565763474,1,0.6931471805599453,Siberian husky,1,1,0.0007,86
86,141,0.002688723849132657,0.011737485574558377,minima-saddle,0.004790560342371464,2,1.0986122886681098,Indian elephant,1,2,0.0015,87
87,147,0.002075662137940526,0.011124423863366246,minima-saddle,0.0010216005612164736,1,0.6931471805599453,miniskirt,1,1,0.0007,88
88,149,0.004870811477303505,0.013919573202729225,minima-saddle,0.00033578556030988693,1,0.6931471805599453,crayfish,1,1,0.0007,89
89,150,0.0007845661020837724,0.009833327827509493,minima-saddle,0.0017071389593183994,2,1.0986122886681098,ladybug,1,2,0.0015,90
90,151,-0,0.00904876172542572,minima-saddle,0.0007281036232598126,644,6.4692503167957724,custard apple,1,644,0.477,91
91,152,0.030100855976343155,0.0625598281621933,minima-saddle,0.03245897218585014,1,0.6931471805599453,gong,1,1,0.0008,92
92,153,0.0004968600696884096,0.00954562179511413,minima-saddle,0.00021575752180069685,1,0.6931471805599453,curly-coated retriever,1,1,0.0008,93
93,156,0.0000010728830375228426,0.009049834608463243,minima-saddle,0.0002613915130496025,17,2.8903717578961645,spatula,1,17,0.0126,94
94,157,0.014768442139029503,0.023817203864455225,minima-saddle,0.003228619694709778,1,0.6931471805599453,artichoke,1,1,0.0007,95
95,162,0.000002264974000354414,0.009051026699426075,minima-saddle,0.006025706417858601,431,6.068425588244111,ambulance,1,431,0.3193,96
96,163,0.036248527467250824,0.045297289192676546,minima-saddle,0.005166057497262955,1,0.6931471805599453,scale,1,1,0.0007,97
97,165,0.0008702066843397915,0.009918968409765512,minima-saddle,0.001672272803261876,1,0.6931471805599453,miniskirt,1,1,0.0007,98
98,166,0.0012373419012874365,0.010286103626713157,minima-saddle,0.0004004439106211066,1,0.6931471805599453,Blenheim spaniel,1,1,0.0007,99
99,167,0.025675205513834953,0.036577846854925156,minima-saddle,0.010902641341090202,1,0.6931471805599453,hook,1,1,0.0007,100
100,169,-0,0.00904876172542572,minima-saddle,0.00037901371251791716,928,6.834108738813838,hourglass,1,928,0.6874,101
101,170,0.25356289744377136,0.26576387882232666,minima-saddle,0.012200981378555298,1,0.6931471805599453,maillot,1,1,0.0007,102
102,172,-0,0.00904876172542572,minima-saddle,0.002736040623858571,973,6.881411303642535,slot,1,973,0.7207,103
103,176,-0,0.00904876172542572,minima-saddle,0.0015691122971475124,490,6.19644412779452,cowboy boot,1,490,0.363,104
104,177,0.0000020265558760002023,0.00905078828130172,minima-saddle,0.0033343147952109575,720,6.580639137284949,triumphal arch,1,720,0.5333,105
105,178,0.00040141629870049655,0.009450178024126217,minima-saddle,0.00019862243789248168,1,0.6931471805599453,tree frog,1,1,0.0007,106
106,179,-0,0.00904876172542572,minima-saddle,0.00024196557933464646,558,6.326149473155099,sewing machine,1,558,0.4133,107
107,181,-0,0.00904876172542572,minima-saddle,0.0011718557216227055,911,6.815639990074331,stupa,1,911,0.6748,108
108,182,0.0022324419114738703,0.01128120363689959,minima-saddle,0.00026164157316088676,1,0.6931471805599453,toilet tissue,1,1,0.0007,109
109,184,0.22137778997421265,0.2938830554485321,minima-saddle,0.07250526547431946,1,0.6931471805599453,green lizard,1,1,0.0007,110
110,186,0.006530254613608122,0.015579016339033842,minima-saddle,0.008637713268399239,1,0.6931471805599453,eft,1,1,0.0007,111
111,187,0.04806051775813103,0.05710927948355675,minima-saddle,0.005466978996992111,1,0.6931471805599453,mixing bowl,1,1,0.0007,112
112,189,0.0016068416880443692,0.01065560341347009,minima-saddle,0.0010842600604519248,3,1.3862943611198906,cardoon,1,3,0.0026,113
113,190,0.06049143522977829,0.06954019695520401,minima-saddle,0.0044507309794425964,1,0.6931471805599453,wild boar,1,1,0.0007,114
114,191,0.08590930700302124,0.12066005170345306,minima-saddle,0.034750744700431824,3,1.3862943611198906,Siberian husky,1,3,0.0022,115
115,192,0.023814357817173004,0.05565182492136955,minima-saddle,0.03183746710419655,3,1.3862943611198906,analog clock,1,3,0.0022,116
116,193,0.46738484501838684,0.49684274196624756,minima-saddle,0.029457896947860718,1,0.6931471805599453,tape player,1,1,0.0007,117
117,194,0.002038069535046816,0.011086831260472536,minima-saddle,0.001274509122595191,2,1.0986122886681098,Madagascar cat,1,2,0.0015,118
118,195,0.04996165633201599,0.07839277386665344,minima-saddle,0.02843111753463745,1,0.6931471805599453,Indian elephant,1,1,0.0007,119
119,200,0.10149393230676651,0.13563936948776245,minima-saddle,0.03414543718099594,1,0.6931471805599453,chime,1,1,0.0007,120
120,201,0.008828180842101574,0.017876942567527296,minima-saddle,0.004747902043163776,5,1.791759469228055,Greater Swiss Mountain dog,1,5,0.0037,121
121,202,-0,0.00904876172542572,minima-saddle,0.00047136162174865603,558,6.326149473155099,spindle,1,558,0.4133,122
122,205,0.0006947487709112465,0.009743510496336967,minima-saddle,0.00024906249018386006,1,0.6931471805599453,Irish wolfhound,1,1,0.0007,123
123,206,-0,0.00904876172542572,minima-saddle,0.00018261195509694517,471,6.156978985585555,iron,1,471,0.3489,124
124,207,-0,0.00904876172542572,minima-saddle,0.0004343043256085366,672,6.511745329644728,Arabian camel,1,672,0.4978,125
125,208,-0,0.00904876172542572,minima-saddle,0.00046135272714309394,365,5.902633333401366,ice lolly,1,365,0.2704,126
126,209,0.029383881017565727,0.03843264274299145,minima-saddle,0.0035502221435308456,2,1.0986122886681098,giant schnauzer,1,2,0.0015,127
127,211,0.009661816991865635,0.018710578717291357,minima-saddle,0.0014199977740645409,2,1.0986122886681098,Pembroke,1,2,0.0015,128
128,212,0.0003610197745729238,0.009409781499998644,minima-saddle,0.000651865266263485,1,0.6931471805599453,stove,1,1,0.0007,129
129,215,-0,0.00904876172542572,minima-saddle,0.0007286992622539401,452,6.115892125483034,toaster,1,452,0.3348,130
130,217,0.0006825978052802384,0.009731359530705959,minima-saddle,0.0011117984540760517,5,1.791759469228055,sliding door,1,5,0.0037,131
131,218,0.013656636700034142,0.04527408257126808,minima-saddle,0.03161744773387909,1,0.6931471805599453,mortarboard,1,1,0.0007,132
132,219,-0,0.00904876172542572,minima-saddle,0.00027366707217879593,461,6.135564891081739,basketball,1,461,0.3415,133
133,221,0.011413871310651302,0.020462633036077024,minima-saddle,0.002575026825070381,1,0.6931471805599453,paper towel,1,1,0.0007,134
134,224,0.0008355463505722582,0.009884308075997978,minima-saddle,0.0005845387349836528,1,0.6931471805599453,Newfoundland,1,1,0.0007,135
135,225,0.021372484043240547,0.031012186780571938,minima-saddle,0.00963970273733139,1,0.6931471805599453,African elephant,1,1,0.0007,136
136,228,0.0026856327895075083,0.0212957002222538,minima-saddle,0.018610067665576935,1,0.6931471805599453,paddle,1,1,0.0007,137
137,229,0.0019471748964861035,0.010995936621911824,minima-saddle,0.001336293644271791,1,0.6931471805599453,typewriter keyboard,1,1,0.0007,138
138,230,0.00014125302550382912,0.00919001475092955,minima-saddle,0.0002015341306105256,1,0.6931471805599453,water buffalo,1,1,0.0007,139
139,232,0.10569556802511215,0.13705749809741974,minima-saddle,0.03136193007230759,1,0.6931471805599453,typewriter keyboard,1,1,0.0007,140
140,234,0.0007892115972936153,0.009837973322719335,minima-saddle,0.0007635945221409202,2,1.0986122886681098,crayfish,1,2,0.0015,141
141,235,-0,0.00904876172542572,minima-saddle,0.0028643079567700624,861,6.759255270663693,hummingbird,0.9988385438919067,860,0.637,142
142,236,0.001496029901318252,0.010544791626743972,minima-saddle,0.0003262109821662307,1,0.6931471805599453,anemone fish,1,1,0.0007,143
143,237,0.018201468512415886,0.027250230237841608,minima-saddle,0.0020580049604177475,1,0.6931471805599453,chocolate sauce,1,1,0.0007,144
144,240,0.18317873775959015,0.2767579257488251,minima-saddle,0.09357918798923492,1,0.6931471805599453,tub,1,1,0.0007,145
145,241,0.0186032522469759,0.028931166976690292,minima-saddle,0.010327914729714394,2,1.0986122886681098,Appenzeller,1,2,0.0015,146
146,242,0.25821006298065186,0.29649099707603455,minima-saddle,0.03828093409538269,1,0.6931471805599453,bathtub,1,1,0.0007,147
147,243,0.0030326112173497677,0.012081372942775488,minima-saddle,0.005012561101466417,10,2.3978952727983707,ballplayer,1,10,0.0074,148
148,244,0.00254568993113935,0.01159445165656507,minima-saddle,0.004944716580212116,3,1.3862943611198906,ballplayer,1,3,0.0022,149
149,245,0.02901304140686989,0.0398007370531559,minima-saddle,0.01078769564628601,1,0.6931471805599453,coffee mug,1,1,0.0007,150
150,247,-0,0.00904876172542572,minima-saddle,0.0008248264202848077,1047,6.954638864880987,harp,1,1047,0.7756,151
151,248,0.021778127178549767,0.05711275711655617,minima-saddle,0.03533463180065155,1,0.6931471805599453,rifle,1,1,0.0007,152
152,249,-0,0.00904876172542572,minima-saddle,0.0013815154088661075,636,6.456769655572163,submarine,1,636,0.4711,153
153,250,0.027894942089915276,0.03787362203001976,minima-saddle,0.009978679940104485,1,0.6931471805599453,paddle,1,1,0.0007,154
154,252,-0,0.00904876172542572,minima-saddle,0.00037448544753715396,655,6.486160788944089,steel drum,1,655,0.4852,155
155,257,0.0008237544680014253,0.009872516193427145,minima-saddle,0.000257127801887691,1,0.6931471805599453,langur,1,1,0.0007,156
156,258,0.003526422893628478,0.012575184619054198,minima-saddle,0.003482780186459422,1,0.6931471805599453,CD player,1,1,0.0007,157
157,259,0.0004140473320148885,0.009462809057440609,minima-saddle,0.0001148636220023036,1,0.6931471805599453,Welsh springer spaniel,1,1,0.0007,158
158,260,0.00003242440288886428,0.009081186128314584,minima-saddle,0.00011145086318720132,11,2.4849066497880004,Norwegian elkhound,1,11,0.0081,159
159,262,0.36734405159950256,0.3968774676322937,minima-saddle,0.029533416032791138,1,0.6931471805599453,missile,1,1,0.0007,160
160,263,0.052121516317129135,0.11650684475898743,minima-saddle,0.064385324716568,1,0.6931471805599453,black-footed ferret,1,1,0.0007,161
161,264,0.0006039702566340566,0.009652731982059777,minima-saddle,0.0008975350065156817,2,1.0986122886681098,Boston bull,1,2,0.0015,162
162,265,0.006580350920557976,0.015629112645983698,minima-saddle,0.006092729978263378,1,0.6931471805599453,dining table,1,1,0.0007,163
163,267,0.2806013524532318,0.3888886570930481,minima-saddle,0.10828730463981628,1,0.6931471805599453,bathtub,1,1,0.0007,164
164,268,-0,0.00904876172542572,minima-saddle,0.00018046658078674227,232,5.4510384535657,syringe,1,232,0.1719,165
165,270,0.0000010728830375228426,0.009049834608463243,minima-saddle,0.0026169095654040575,555,6.320768294250582,half track,1,555,0.4111,166
166,271,-0,0.00904876172542572,minima-saddle,0.0012696071062237024,921,6.826545223556594,gondola,0.9989142417907715,920,0.6815,167
167,274,0.12411452829837799,0.21751412749290466,minima-saddle,0.09339959919452667,1,0.6931471805599453,notebook,1,1,0.0007,168
168,277,0.0022184066474437714,0.011267168372869492,minima-saddle,0.0010530611034482718,2,1.0986122886681098,miniature schnauzer,1,2,0.0015,169
169,279,0.006681009195744991,0.015729770921170713,minima-saddle,0.0038274340331554413,1,0.6931471805599453,weasel,1,1,0.0007,170
170,280,0.027685202658176422,0.04601755738258362,minima-saddle,0.018332354724407196,1,0.6931471805599453,pencil sharpener,1,1,0.0007,171
171,282,1.1920928244535389e-7,0.009048880934708165,minima-saddle,0.0003266992571298033,103,4.6443908991413725,bath towel,1,103,0.0763,172
172,283,0.003333846339955926,0.012382608065381646,minima-saddle,0.0002043365966528654,1,0.6931471805599453,English springer,1,1,0.0007,173
173,284,0.0021940225269645452,0.011242784252390265,minima-saddle,0.003575245151296258,3,1.3862943611198906,lampshade,1,3,0.0022,174
174,289,0.08824556320905685,0.15843920409679413,minima-saddle,0.07019364088773727,1,0.6931471805599453,CD player,1,1,0.0007,175
175,291,0.0007073761080391705,0.00975613783346489,minima-saddle,0.0006559253088198602,1,0.6931471805599453,stingray,1,1,0.0007,176
176,293,0.0020309314131736755,0.011079693138599396,minima-saddle,0.0006574359722435474,1,0.6931471805599453,catamaran,1,1,0.0007,177
177,295,0.06989987939596176,0.07894864112138748,minima-saddle,0.00024719536304473877,1,0.6931471805599453,tray,1,1,0.0007,178
178,298,0.06427624076604843,0.08714395016431808,minima-saddle,0.022867709398269653,1,0.6931471805599453,typewriter keyboard,1,1,0.0007,179
179,300,0.013371787965297699,0.08304988592863083,minima-saddle,0.06967809796333313,2,1.0986122886681098,projectile,1,2,0.0015,180
180,301,0.056132953613996506,0.08131047338247299,minima-saddle,0.025177519768476486,1,0.6931471805599453,assault rifle,1,1,0.0007,181
181,307,0.018668541684746742,0.027717303410172464,minima-saddle,0.003909075632691383,1,0.6931471805599453,warplane,1,1,0.0007,182
182,316,-0,0.00904876172542572,minima-saddle,0.0004395472351461649,586,6.375024819828097,bottlecap,1,586,0.4341,183
183,319,0.00774369714781642,0.01679245887324214,minima-saddle,0.006047574337571859,1,0.6931471805599453,Labrador retriever,1,1,0.0007,184
184,324,0.001742631895467639,0.010791393620893359,minima-saddle,0.0036873638164252043,1,0.6931471805599453,thresher,1,1,0.0007,185
185,325,0.002078041434288025,0.011126803159713745,minima-saddle,0.00182143016718328,1,0.6931471805599453,clumber,1,1,0.0007,186
186,326,0.0028754814993590117,0.011924243224784732,minima-saddle,0.0022922169882804155,1,0.6931471805599453,Norfolk terrier,1,1,0.0007,187
187,327,0.00006544376083184034,0.00911420548625756,minima-saddle,0.0005796280456706882,3,1.3862943611198906,trombone,1,3,0.0022,188
188,328,0.0002797450579237193,0.00932850678334944,minima-saddle,0.00017588824266567826,2,1.0986122886681098,vizsla,1,2,0.0015,189
189,334,0.06558062881231308,0.15009315311908722,minima-saddle,0.08451252430677414,1,0.6931471805599453,television,1,1,0.0007,190
190,335,0.06986619532108307,0.07891495704650879,minima-saddle,0.006616055965423584,1,0.6931471805599453,sidewinder,1,1,0.0007,191
191,336,0.0020239122677594423,0.011072673993185162,minima-saddle,0.0003770585171878338,1,0.6931471805599453,bakery,1,1,0.0007,192
192,337,0.13054993748664856,0.1957157552242279,minima-saddle,0.06516581773757935,1,0.6931471805599453,notebook,1,1,0.0007,193
193,339,0.07556414604187012,0.08943852037191391,minima-saddle,0.013874374330043793,1,0.6931471805599453,toy poodle,1,1,0.0007,194
194,340,0.00026663561584427953,0.00931539734127,minima-saddle,0.00013203997514210641,4,1.6094379124341003,groom,1,4,0.003,195
195,343,0.10320087522268295,0.11224963694810867,minima-saddle,0.004360005259513855,1,0.6931471805599453,seashore,1,1,0.0007,196
196,344,-0,0.00904876172542572,minima-saddle,0.000936189026106149,706,6.561030665896573,jigsaw puzzle,1,706,0.523,197
197,345,0.00607050908729434,0.01511927081272006,minima-saddle,0.005193202290683985,1,0.6931471805599453,coffeepot,1,1,0.0007,198
198,346,0.011713418178260326,0.025443267077207565,minima-saddle,0.013729848898947239,1,0.6931471805599453,wall clock,1,1,0.0007,199
199,347,-0,0.00904876172542572,minima-saddle,0.0003381395654287189,242,5.493061443340548,knee pad,1,242,0.1793,200
200,348,0.47635525465011597,0.49455535411834717,minima-saddle,0.0182000994682312,1,0.6931471805599453,tape player,1,1,0.0007,201
201,351,0.00009810443589231,0.00914686616131803,minima-saddle,0.0001518462086096406,1,0.6931471805599453,boathouse,1,1,0.0007,202
202,352,-0,0.00904876172542572,minima-saddle,0.0049634575843811035,870,6.769641976852503,cauliflower,1,870,0.6444,203
203,353,0.0010333680547773838,0.010082129780203104,minima-saddle,0.0013514289166778326,1,0.6931471805599453,thunder snake,1,1,0.0007,204
204,354,-0,0.00904876172542572,minima-saddle,0.0004167880106251687,858,6.755768921984255,carousel,1,858,0.6356,205
205,355,0.003599475836381316,0.012648237561807036,minima-saddle,0.00038192677311599255,1,0.6931471805599453,mink,1,1,0.0007,206
206,357,-0,0.00904876172542572,minima-saddle,0.0002714027068577707,426,6.056784013228625,sundial,1,426,0.3156,207
207,359,-0,0.00904876172542572,minima-saddle,0.0004727914638351649,338,5.82600010738045,plate rack,0.9970414042472839,337,0.3055,208
208,360,-0,0.00904876172542572,minima-saddle,0.0010845737997442484,613,6.419994928147142,plane,1,613,0.4541,209
209,361,-0,0.00904876172542572,minima-saddle,0.0002348147245356813,457,6.126869184114185,fireboat,0.9978117942810059,456,0.3378,210
210,362,0.016048308461904526,0.025097070187330248,minima-saddle,0.0018316637724637985,1,0.6931471805599453,analog clock,1,1,0.0007,211
211,363,0.004435582086443901,0.013484343811869621,minima-saddle,0.00696320366114378,2,1.0986122886681098,meerkat,1,2,0.0015,212
212,364,-0,0.00904876172542572,minima-saddle,0.00030489088385365903,565,6.338594078203183,yurt,1,565,0.4185,213
213,366,0.04372316971421242,0.05277193143963814,minima-saddle,0.000630255788564682,1,0.6931471805599453,chocolate sauce,1,1,0.0007,214
