,Simplification Threshold,Count
547,0,619
548,0,618
549,0,617
550,0,616
551,0,615
552,0,614
553,0,613
554,0,612
555,0,611
556,0,610
557,0,609
558,0,608
559,0,607
560,0,606
561,0,605
562,0,604
563,0,603
564,0,602
565,0,601
566,0,600
567,0,599
568,0,598
569,0,597
570,0,596
571,0,595
572,0,594
573,0,593
574,0,592
575,0,591
576,0,590
577,0,589
578,0,588
579,0,587
580,0,586
581,0,585
582,0,584
583,0,583
584,0,582
585,0,581
586,0,580
587,0,579
588,0,578
589,0,577
590,0,576
591,0,575
592,0,574
593,0,573
594,0,572
595,0,571
596,0,570
597,0,569
598,0,568
599,0,567
600,0,566
601,0,565
602,0,564
603,0,563
604,0,562
605,0,561
606,0,560
607,0,559
608,0,558
609,0,557
610,0,556
611,0,555
612,0,554
613,0,553
614,0,552
615,0,551
616,0,550
617,0,549
618,0,548
619,0,547
620,0,546
621,0,545
622,0,544
623,0,543
624,0,542
625,0,541
626,0,540
627,0,539
628,0,538
629,0,537
630,0,536
631,0,535
632,0,534
633,0,533
634,0,532
635,0,531
636,0,530
637,0,529
638,0,528
639,0,527
640,0,526
641,0,525
642,0,524
643,0,523
644,0,522
645,0,521
646,0,520
647,0,519
648,0,518
649,0,517
650,0,516
651,0,515
652,0,514
653,0,513
654,0,512
655,0,511
656,0,510
657,0,509
658,0,508
659,0,507
660,0,506
661,0,505
662,0,504
663,0,503
664,0,502
665,0,501
666,0,500
667,0,499
668,0,498
669,0,497
670,0,496
671,0,495
672,0,494
673,0,493
674,0,492
675,0,491
676,0,490
677,0,489
678,0,488
679,0,487
680,0,486
681,0,485
682,0,484
683,0,483
684,0,482
685,0,481
686,0,480
687,0,479
688,0,478
689,0,477
690,0,476
691,0,475
692,0,474
693,0,473
694,0,472
695,0,471
696,0,470
697,0,469
698,0,468
699,0,467
700,0,466
701,0,465
702,0,464
703,0,463
704,0,462
705,0,461
706,0,460
707,0,459
708,0,458
709,0,457
710,0,456
711,0,455
712,0,454
713,0,453
714,0,452
715,0,451
716,0,450
717,0,449
718,0,448
719,0,447
720,0,446
721,0,445
722,0,444
723,0,443
724,0,442
725,0,441
726,0,440
727,0,439
728,0,438
729,0,437
730,0,436
731,0,435
732,0,434
733,0,433
734,0,432
735,0,431
736,0,430
737,0,429
738,0,428
739,0,427
740,0,426
741,0,425
742,0,424
743,0,423
744,0,422
745,0,421
746,0,420
747,0,419
748,0,418
749,0,417
750,0,416
751,0,415
752,0,414
753,0,413
754,0,412
755,0,411
756,0,410
757,0,409
758,0,408
759,0,407
760,0,406
761,0,405
762,0,404
763,0,403
764,0,402
765,0,401
766,0,400
767,0,399
768,0,398
769,0,397
770,0,396
771,0,395
772,0,394
773,0,393
774,0,392
775,0,391
776,0,390
777,0,389
778,0,388
779,0,387
780,0,386
781,0,385
782,0,384
783,0,383
784,0,382
785,0,381
786,0,380
787,0,379
788,0,378
789,0,377
790,0,376
791,0,375
792,0,374
793,0,373
794,0,372
795,0,371
796,0,370
797,0,369
798,0,368
799,0,367
800,0,366
801,0,365
802,0,364
803,0,363
804,0,362
805,0,361
806,0,360
807,0,359
808,0,358
809,0,357
810,0,356
811,0,355
812,0,354
813,0,353
814,0,352
815,0,351
816,0,350
817,0,349
818,0,348
819,0,347
820,0,346
821,0,345
822,0,344
823,0,343
824,0,342
825,0,341
826,0,340
827,0,339
828,0,338
829,0,337
830,0,336
831,0,335
832,0,334
833,0,333
834,0,332
835,0,331
836,0,330
837,0,329
838,0,328
839,0,327
840,0,326
841,0,325
842,0,324
843,0,323
844,0,322
845,0,321
846,0,320
847,0,319
848,0,318
849,0,317
850,0,316
851,0,315
852,0,314
853,0,313
854,0,312
855,0,311
856,0,310
857,0,309
858,0,308
859,0,307
860,0,306
861,0,305
862,0,304
863,0,303
864,0,302
865,0,301
866,0,300
867,0,299
868,0,298
869,0,297
870,0,296
871,0,295
872,0,294
873,0,293
874,0,292
875,0,291
876,0,290
877,0,289
878,0,288
879,0,287
880,0,286
881,0,285
882,0,284
883,0,283
884,0,282
885,0,281
886,0,280
887,0,279
888,0,278
889,0,277
890,0,276
891,0,275
892,0,274
893,0,273
894,0,272
895,0,271
896,0,270
897,0,269
898,0,268
899,0,267
900,0,266
901,0,265
902,0,264
903,0,263
904,0,262
905,0,261
906,0,260
907,0,259
908,0,258
909,0,257
910,0,256
911,0,255
912,0,254
913,0,253
914,0,252
915,0,251
916,0,250
917,0,249
918,0,248
919,0,247
920,0,246
921,0,245
922,0,244
923,0,243
924,0,242
925,0,241
926,0,240
927,0,239
928,0,238
929,0,237
930,0,236
931,0,235
932,0,234
933,0,233
934,0,232
935,0,231
936,0,230
937,0,229
938,0,228
939,0,227
940,0,226
941,0,225
942,0,224
943,0,223
944,0,222
945,0,221
946,0,220
947,0,219
948,0,218
949,0,217
950,0,216
951,0,215
952,0,214
953,0,213
954,0,212
955,0,211
956,0,210
957,0,209
958,0,208
959,0,207
960,0,206
961,0,205
962,0,204
963,0,203
964,0,202
965,0,201
966,0,200
967,0,199
968,0,198
969,0,197
970,0,196
971,0,195
972,0,194
973,0,193
974,0,192
975,0,191
976,0,190
977,0,189
978,0,188
979,0,187
980,0,186
981,0,185
982,0,184
983,0,183
984,0,182
985,0,181
986,0,180
987,0,179
988,0,178
989,0,177
990,0,176
991,0,175
992,0,174
993,1.1920906217710581e-7,173
994,1.1920917586394353e-7,172
995,1.1920917586394353e-7,171
996,1.1920917586394353e-7,170
997,1.1920923270736239e-7,169
998,1.1920923270736239e-7,168
999,1.1920923270736239e-7,167
1000,1.1920923270736239e-7,166
1001,1.1920926112907182e-7,165
1002,1.1920926112907182e-7,164
1003,1.1920926112907182e-7,163
1004,1.1920926112907182e-7,162
1005,1.1920926823449918e-7,161
1006,1.1920926823449918e-7,160
1007,1.1920926823449918e-7,159
1008,1.1920926823449918e-7,158
1009,1.1920926823449918e-7,157
1010,1.1920928244535389e-7,156
1011,1.1920928244535389e-7,155
1012,1.1920928244535389e-7,154
1013,1.1920928244535389e-7,153
1014,1.1920928244535389e-7,152
1015,1.1920928244535389e-7,151
1016,1.1920928244535389e-7,150
1017,1.1920928244535389e-7,149
1018,1.1920928244535389e-7,148
1019,1.1920928244535389e-7,147
1020,1.1920928244535389e-7,146
1021,1.1920928244535389e-7,145
1022,1.1920928244535389e-7,144
1023,2.3841812435421161e-7,143
1024,2.3841823804104934e-7,142
1025,2.3841846541472478e-7,141
1026,2.3841846541472478e-7,140
1027,2.3841846541472478e-7,139
1028,2.384184938364342e-7,138
1029,2.384184938364342e-7,137
1030,2.384184938364342e-7,136
1031,2.384184938364342e-7,135
1032,2.3841852225814364e-7,134
1033,2.3841855067985307e-7,133
1034,3.5762730021815514e-7,132
1035,3.5762741390499286e-7,131
1036,3.5762775496550603e-7,130
1037,4.768360213347478e-7,129
1038,4.768367034557741e-7,128
1039,4.76836959251159e-7,127
1040,4.768369876728684e-7,126
1041,4.768369876728684e-7,125
1042,4.768370445162873e-7,124
1043,5.960450835118536e-7,123
1044,5.96045310885529e-7,122
1045,5.960456519460422e-7,121
1046,5.960462772236497e-7,120
1047,7.152551688704989e-7,119
1048,8.344641742041858e-7,118
1049,9.536670404486358e-7,117
1050,9.536729521641973e-7,116
1051,0.0000010728822417149786,115
1052,0.0000010728830375228426,114
1053,0.0000011920894849026809,113
1054,0.0000011920908491447335,112
1055,0.000002145741746062413,111
1056,0.000002145764938177308,110
1057,0.000004291518052923493,109
1058,0.000004768340204464039,108
1059,0.0000048875481297727674,107
1060,0.000005364378466765629,106
1061,0.000006079193553887308,105
1062,0.000006198768460308202,104
1063,0.000006556459084094968,103
1064,0.000007033318979665637,102
1065,0.000008225292731367517,101
1066,0.000009059473086381331,100
1067,0.000010490327440493274,99
1068,0.000014303361240308732,98
1069,0.000014541743439622223,97
1070,0.000017642778402660042,96
1071,0.000021813706553075463,95
1072,0.000026338500902056694,94
1073,0.000026463043468538672,93
1074,0.00002681904152268544,92
1075,0.000028605805709958076,91
1076,0.00002884538844227791,90
1077,0.000029076269129291177,89
1078,0.0000674668699502945,88
1079,0.00006758322706446052,87
1080,0.00006913266406627372,86
1081,0.00007782936154399067,85
1082,0.00008844190597301349,84
1083,0.00009844746091403067,83
1084,0.00010322301386622712,82
1085,0.0001270586799364537,81
1086,0.0001364201307296753,80
1087,0.00016471535491291434,79
1088,0.0001692548394203186,78
1089,0.00017482994007878006,77
1090,0.00017671473324298859,76
1091,0.0002563846646808088,75
1092,0.0002971296198666096,74
1093,0.0003495491691865027,73
1094,0.0004683376755565405,72
1095,0.00048364204121753573,71
1096,0.0004883110523223877,70
1097,0.0005609607324004173,69
1098,0.0006025414913892746,68
1099,0.0006282739923335612,67
1100,0.0007407334633171558,66
1101,0.0007471630233339965,65
1102,0.0007499707862734795,64
1103,0.0008429311565123498,63
1104,0.0008507645688951015,62
1105,0.0008679436868987978,61
1106,0.0008875764906406403,60
1107,0.0009529816452413797,59
1108,0.0009913297835737467,58
1109,0.0011514945654198527,57
1110,0.0012538912706077099,56
1111,0.001320800743997097,55
1112,0.001332705607637763,54
1113,0.0014606770128011703,53
1114,0.001531738555058837,52
1115,0.001582309603691101,51
1116,0.0015942379832267761,50
1117,0.0017163120210170746,49
1118,0.001745874062180519,48
1119,0.0018296183552592993,47
1120,0.0018309272127225995,46
1121,0.001841636374592781,45
1122,0.001934743020683527,44
1123,0.001964099705219269,43
1124,0.002074948512017727,42
1125,0.002193070948123932,41
1126,0.0022096438333392143,40
1127,0.0022741903085261583,39
1128,0.0027178041636943817,38
1129,0.0028871302492916584,37
1130,0.0030425945296883583,36
1131,0.0031247143633663654,35
1132,0.00331270694732666,34
1133,0.003396325744688511,33
1134,0.0036808252334594727,32
1135,0.003694139886647463,31
1136,0.0037350133061408997,30
1137,0.004062228836119175,29
1138,0.0042313262820243835,28
1139,0.004410183522850275,27
1140,0.004687392618507147,26
1141,0.004829801619052887,25
1142,0.005514185875654221,24
1143,0.006146857514977455,23
1144,0.006182722747325897,22
1145,0.006790202111005783,21
1146,0.006867477670311928,20
1147,0.0077570900321006775,19
1148,0.008081257343292236,18
1149,0.008681140840053558,17
1150,0.010516852140426636,16
1151,0.012367568910121918,15
1152,0.013777252286672592,14
1153,0.015448436141014099,13
1154,0.017509840428829193,12
1155,0.0181349478662014,11
1156,0.019600454717874527,10
1157,0.02052919566631317,9
1158,0.023628726601600647,8
1159,0.028718575835227966,7
1160,0.03178927302360535,6
1161,0.03735761344432831,5
1162,0.0383576899766922,4
1163,0.0430130735039711,3
1164,0.04329722374677658,2
1165,0.066362664103508,1
