Split,Image_Index,Original_Label
train,113630,16
train,65446,21
train,111125,10
train,6088,2
train,112958,5
train,90988,4
train,59123,16
train,77253,20
train,46564,1
train,118563,16
train,53808,17
train,107792,25
train,115929,8
train,85878,10
train,66810,15
train,29605,20
train,76492,22
train,85840,18
train,26674,7
train,60163,6
train,76802,23
train,114380,6
train,118646,9
train,114109,8
train,77359,8
train,5273,1
train,27374,25
train,24045,13
train,108428,23
train,116888,26
train,4010,19
train,62077,8
train,74230,20
train,51695,16
train,89250,13
train,64114,6
train,34918,24
train,61454,21
train,2658,20
train,121113,3
train,39207,21
train,62755,1
train,109136,19
train,22203,12
train,100807,10
train,93949,18
train,100235,6
train,24971,10
train,14723,23
train,88091,13
train,121823,26
train,9968,20
train,11988,24
train,85799,24
train,43943,23
train,18784,15
train,45201,12
train,81162,13
train,107822,15
train,113170,10
train,2324,22
train,91657,7
train,38405,18
train,17517,7
train,120340,12
train,34501,23
train,79743,13
train,111327,11
train,105550,21
train,35788,19
train,47039,24
train,21444,19
train,66380,19
train,119453,12
train,32698,21
train,38474,15
train,109161,18
train,42778,10
train,67934,10
train,104902,20
train,58777,16
train,59152,19
train,96942,15
train,89292,12
train,86958,9
train,75728,6
train,111248,18
train,49930,26
train,32951,18
train,109095,22
train,13259,24
train,98621,25
train,38087,3
train,23555,11
train,116257,21
train,10585,23
train,27585,2
train,115911,24
train,90744,14
train,105586,5
train,88783,17
train,91022,1
train,113260,23
train,66122,4
train,112803,26
train,65830,21
train,64203,12
train,22438,23
train,808,13
train,19998,25
train,103795,23
train,75336,23
train,108852,25
train,3249,8
train,61947,17
train,33767,14
train,78584,15
train,43913,5
train,112978,11
train,106643,8
train,83613,1
train,97187,6
train,66694,22
train,97153,4
train,1882,16
train,66936,10
train,121694,11
train,99092,24
train,97646,3
train,106798,12
train,51931,15
train,22549,3
train,30781,4
train,43116,8
train,44530,19
train,78719,4
train,4620,1
train,118932,19
train,39672,13
train,108405,7
train,4283,6
train,8507,21
train,104421,1
train,97656,25
train,23266,8
train,110778,5
train,16370,11
train,120668,8
train,20981,2
train,65010,24
train,4706,20
train,124546,10
train,41028,26
train,103081,6
train,14406,21
train,109248,4
train,77003,16
train,17272,16
train,7171,23
train,99542,7
train,61742,1
train,7840,19
train,62408,18
train,24006,26
train,93878,1
train,97795,20
train,30115,23
train,101324,12
train,103562,18
train,102355,6
train,120228,19
train,86160,5
train,124088,24
train,50725,11
train,17188,13
train,13927,13
train,72630,16
train,105879,18
train,43709,23
train,115632,10
train,35838,9
train,68395,20
train,25325,17
train,6598,7
train,79330,13
train,6154,14
train,33368,7
train,32801,21
train,53458,11
train,22765,16
train,38039,15
train,22170,7
train,27497,8
train,110520,5
train,51308,10
train,108473,8
train,83523,10
train,108017,14
train,115176,13
train,51120,5
train,12414,22
train,62728,10
train,111209,7
train,73457,15
train,114190,10
train,12807,21
train,9198,7
train,91317,17
train,63358,11
train,64772,3
train,91622,4
train,47215,15
train,122027,11
train,51406,3
train,53780,5
train,2186,6
train,100232,5
train,60329,4
train,18239,19
train,104251,4
train,86917,20
train,51065,14
train,112310,5
train,62037,8
train,20647,26
train,54835,8
train,11190,6
train,42645,5
train,122875,4
train,42965,3
train,1238,21
train,93836,24
train,75526,14
train,101805,9
train,80121,11
train,13489,3
train,7937,11
train,20043,1
train,111915,3
train,54383,14
train,11609,14
train,120106,11
train,86515,3
train,83138,25
train,83413,5
train,25146,1
train,47820,3
train,24712,7
train,81719,20
train,122939,10
train,20258,10
train,10318,26
train,88230,16
train,80539,10
train,101830,11
train,87441,23
train,37643,20
train,80177,24
train,53348,11
train,100751,13
train,55331,15
train,60155,15
train,34005,16
train,52313,18
train,6704,20
train,41165,5
train,50229,11
train,113178,2
train,116312,20
train,88335,10
train,11101,23
train,81465,1
train,93057,10
train,96888,19
train,2392,26
train,2799,18
train,65095,13
train,29110,12
train,25896,14
train,52337,4
train,51121,26
train,23029,12
train,32204,19
train,94000,9
train,13704,10
train,18688,6
train,34260,20
train,27398,19
train,92227,4
train,93319,1
train,110718,14
train,28098,24
train,86272,5
train,8230,25
train,75117,17
train,20491,20
train,8280,14
train,96972,23
train,113634,19
train,14275,17
train,7211,3
train,19214,7
train,116805,24
train,80458,20
train,58819,9
train,116894,26
train,26386,7
train,84204,4
train,69437,17
train,88886,4
train,55752,3
train,103391,21
train,5226,20
train,48771,8
train,83957,20
train,89116,9
train,56392,5
train,62758,16
train,83363,6
train,8957,24
train,8240,1
train,83083,21
train,30093,24
train,70236,16
train,89061,22
train,105401,17
train,15932,14
train,116200,14
train,67671,23
train,74717,2
train,107890,12
train,29862,21
train,32232,15
train,89555,19
train,27184,4
train,16958,9
train,34129,19
train,9407,25
train,107799,2
train,94289,15
train,76630,15
train,4961,2
train,12971,1
train,67088,24
train,80928,21
train,114768,4
train,102429,16
train,118244,16
train,110583,10
train,3673,13
train,1919,14
train,60324,24
train,65637,1
train,97438,25
train,538,7
train,69754,10
train,91715,22
train,82349,11
train,86846,26
train,50956,24
train,123128,6
train,86607,1
train,53681,1
train,17825,10
train,11508,14
train,67486,9
train,96534,13
train,74349,18
train,106412,10
train,7788,21
train,41603,1
train,122395,24
train,67485,17
train,49194,1
train,37615,4
train,89443,9
train,7925,1
train,83753,16
train,34351,9
train,109066,7
train,28688,26
train,98506,7
train,16099,17
train,83331,11
train,44903,22
train,103741,16
train,96357,3
train,38950,20
train,7336,16
train,6746,23
train,44434,21
train,44852,1
train,47029,10
train,82717,17
train,96891,18
train,60611,14
train,36668,17
train,85197,3
train,28411,6
train,8166,9
train,45638,12
train,124540,21
train,7636,7
train,109531,15
train,6302,8
train,78829,21
train,101993,11
train,58515,23
train,26803,12
train,1088,20
train,89145,10
train,28496,20
train,114055,5
train,6998,10
train,31905,6
train,3988,8
train,95431,14
train,101515,13
train,4244,26
train,55108,7
train,104719,3
train,109845,2
train,36983,20
train,59929,16
train,50475,2
train,121682,20
train,64456,4
train,119328,19
train,83542,11
train,101963,17
train,102409,14
train,16217,15
train,56579,4
train,91401,21
train,40327,20
train,83293,25
train,53099,17
train,17103,8
train,85756,10
train,88105,2
train,100798,5
train,19905,6
train,119529,12
train,35562,23
train,15158,3
train,65517,3
train,16953,18
train,4095,15
train,124272,16
train,79246,8
train,44092,19
train,72930,19
train,103207,8
train,103722,9
train,119942,24
train,93566,11
train,63918,26
train,124391,24
train,46821,10
train,12197,10
train,93225,4
train,97293,22
train,120150,14
train,55561,18
train,93927,4
train,122528,19
train,118096,8
train,88815,15
train,32789,2
train,52270,17
train,16815,17
train,97049,6
train,106046,16
train,10017,15
train,62258,19
train,73682,22
train,123262,15
train,30203,7
train,69932,21
train,40053,18
train,110565,7
train,11492,5
train,62122,24
train,47399,1
train,66770,11
train,120600,26
train,63317,22
train,48812,12
train,44650,12
train,122734,3
train,118519,13
train,82913,8
train,121228,23
train,91855,4
train,108697,6
train,49260,26
train,88879,6
train,73776,6
train,57483,23
train,74959,15
train,123318,1
train,91718,17
train,27360,24
train,82948,12
train,80939,12
train,89527,15
train,76080,17
train,89517,25
train,103357,15
train,8704,14
train,8794,7
train,19115,19
train,106073,24
train,77318,20
train,57739,7
train,104281,5
train,89598,2
train,74906,24
train,123633,16
train,30959,26
train,63834,19
train,105851,19
train,110630,4
train,113608,17
train,28159,10
train,65970,23
train,62243,19
train,64675,17
train,12228,12
train,92268,25
train,29093,15
train,120254,15
train,9646,16
train,52043,20
train,88384,16
train,38307,15
train,20288,4
train,4550,12
train,91171,14
train,5778,12
train,19989,2
train,40924,21
train,2518,16
train,91332,5
train,36578,16
train,43168,6
train,63168,5
train,80462,14
train,16476,19
train,54509,3
train,88474,12
train,28379,24
train,33800,8
train,9307,24
train,122020,1
train,89257,24
train,29640,10
train,88276,13
train,109474,4
train,87930,11
train,60765,3
train,109711,12
train,28638,22
train,24054,19
train,118346,15
train,105000,22
train,117003,23
train,9631,15
train,76079,23
train,9532,16
train,91562,15
train,11252,5
train,90235,7
train,72292,4
train,115114,15
train,97260,7
train,115341,3
train,17400,1
train,4809,14
train,109856,24
train,43201,7
train,17034,19
train,4472,15
train,11637,24
train,115735,1
train,68326,9
train,8328,13
train,114912,26
train,54902,20
train,38173,17
train,21905,22
train,106922,3
train,3707,2
train,31756,24
train,117706,21
train,46196,22
train,13440,8
train,107736,21
train,39227,14
train,27089,22
train,116604,18
train,87535,21
train,66843,16
train,99240,17
train,17403,19
train,84742,25
train,23913,9
train,13592,2
train,20389,20
train,67064,14
train,62159,9
train,43102,9
train,109816,8
train,47844,13
train,4393,14
train,108163,15
train,97985,24
train,116988,19
train,74924,1
train,25630,11
train,51539,16
train,53895,17
train,80071,14
train,101728,10
train,10957,5
train,121268,26
train,30360,22
train,65385,15
train,113049,5
train,31033,19
train,5129,9
train,69313,26
train,102663,8
train,16320,3
train,17243,6
train,112913,18
train,88288,14
train,12668,20
train,123164,1
train,11004,20
train,120688,8
train,105827,15
train,52261,24
train,67411,12
train,110305,22
train,100132,6
train,114997,13
train,12281,26
train,108815,13
train,15250,12
train,78603,21
train,114136,15
train,3962,16
train,117210,14
train,17360,8
train,91472,20
train,57547,20
train,113615,26
train,118658,4
train,100319,21
train,8931,18
train,19118,14
train,109805,5
train,99768,23
train,33496,10
train,66094,24
train,27528,25
train,53157,18
train,80068,22
train,20406,21
train,59901,24
train,6240,21
train,3639,13
train,81667,9
train,34564,10
train,101046,13
train,15776,24
train,16916,19
train,47894,23
train,77707,18
train,84381,15
train,24234,19
train,70387,4
train,93909,21
train,97206,6
train,93944,16
train,57034,19
train,121973,19
train,68577,19
train,78144,7
train,3682,21
train,6764,26
train,33948,3
train,33254,23
train,9986,17
train,3038,25
train,56526,15
train,57476,20
train,43779,14
train,118238,15
train,51252,19
train,53199,16
train,108749,15
train,34402,23
train,69571,14
train,15700,8
train,99146,21
train,66657,24
train,6741,25
train,73545,6
train,83792,21
train,98423,18
train,53343,18
train,53435,23
train,9516,25
train,98683,19
train,109235,24
train,37653,26
train,82898,5
train,27042,10
train,97316,20
train,7694,10
train,117440,12
train,4431,18
train,61096,22
train,106626,3
train,14401,12
train,67821,16
train,36647,7
train,118886,22
train,10575,5
train,82715,22
train,108567,12
train,10787,25
train,124476,8
train,26705,5
train,108333,23
train,71248,26
train,118875,5
train,37447,24
train,124098,22
train,103969,9
train,113499,20
train,83608,16
train,52871,24
train,123729,16
train,69058,17
train,118550,3
train,200,9
train,48933,20
train,6927,6
train,105884,24
train,82680,14
train,53980,3
train,92893,22
train,45869,10
train,58244,22
train,25704,15
train,19842,9
train,34078,17
train,94208,2
train,96381,15
train,25019,23
train,12159,3
train,46856,7
train,87276,26
train,104831,17
train,5450,21
train,100575,17
train,16720,1
train,76887,5
train,92113,21
train,104053,15
train,9781,19
train,50671,5
train,15786,2
train,15231,1
train,44972,7
train,25835,22
train,1012,13
train,88124,9
train,109729,10
train,103177,5
train,51865,19
train,30339,24
train,99313,13
train,28760,26
train,120843,7
train,124723,9
train,26148,17
train,101051,2
train,58721,23
train,10533,6
train,105074,14
train,46035,22
train,46247,9
train,99550,19
train,12330,15
train,77887,22
train,95710,12
train,3313,25
train,61411,4
train,24372,4
train,17329,4
train,43575,5
train,454,26
train,28161,14
train,109,17
train,42252,23
train,119170,22
train,73742,25
train,26823,6
train,55149,9
train,89752,18
train,40959,5
train,9705,15
train,76375,5
train,82031,2
train,23405,1
train,109298,7
train,75766,4
train,38830,4
train,79472,3
train,18243,19
train,32540,6
train,68120,5
train,38391,13
train,45079,23
train,87492,1
train,63228,10
train,65534,5
train,27309,1
train,70327,6
train,25307,11
train,24015,14
train,9856,3
train,2582,17
train,53965,21
train,52325,10
train,88108,11
train,18765,6
train,119997,20
train,35734,14
train,50940,2
train,23774,23
train,10087,11
train,111481,16
train,17761,6
train,99254,9
train,75139,13
train,68646,8
train,91830,7
train,24384,3
train,40810,21
train,115126,4
train,66557,9
train,92040,11
train,78179,18
train,28716,13
train,31978,10
train,15397,20
train,56017,12
train,36964,14
train,96334,17
train,14106,26
train,69260,17
train,35568,9
train,105046,6
train,84420,1
train,105799,26
train,80519,19
train,116605,1
train,79614,13
train,79824,22
train,120671,17
train,56196,2
train,78881,22
train,76090,5
train,62197,10
train,90244,24
train,25168,25
train,86688,21
train,110933,5
train,69707,8
train,66314,17
train,39358,15
train,43550,26
train,50814,1
train,26014,23
train,96018,20
train,90839,18
train,29542,14
train,59041,18
train,11846,12
train,74729,15
train,48576,20
train,60594,6
train,107626,13
train,55138,25
train,32955,4
train,1186,1
train,81673,2
train,113702,16
train,50115,22
train,37693,16
train,70444,4
train,43842,8
train,49708,1
train,23359,22
train,95255,3
train,80065,5
train,48539,1
train,95718,15
train,21627,17
train,34020,25
train,3303,10
train,40536,13
train,25703,15
train,112970,24
train,38031,23
train,56140,20
train,83419,15
train,113247,2
train,124424,12
train,4132,14
train,100749,7
train,49519,22
train,97673,24
train,103000,15
train,1557,2
train,14113,8
train,48369,17
train,123989,26
train,19840,23
train,11903,23
train,68069,24
train,56053,26
train,100050,6
train,102888,23
train,71294,13
train,8928,7
train,7532,24
train,81775,21
train,9816,1
train,115075,22
train,86424,8
train,527,24
train,5719,16
train,66418,8
train,83921,19
train,116729,24
train,119900,25
train,82906,1
train,71413,6
train,29583,19
train,84243,22
train,72206,24
train,18591,9
train,112274,10
train,52109,20
train,74960,22
train,83169,11
train,48883,4
train,90597,2
train,5265,8
train,93275,17
train,62759,18
train,33758,21
train,104025,14
train,115043,5
train,113053,23
train,43736,24
train,31956,19
train,73324,7
train,77875,16
train,3334,19
train,10938,18
train,83607,24
train,98267,4
train,71681,3
train,10008,3
train,49696,20
train,62353,1
train,87186,9
train,53228,9
train,65991,10
train,96267,15
train,71863,10
train,54685,3
train,115702,23
train,63499,12
train,118233,4
train,92779,9
train,2055,22
train,35426,8
train,69713,10
train,66681,15
train,39330,25
train,122333,25
train,106809,7
train,4877,26
train,82108,22
train,113909,15
train,6627,25
train,116799,4
train,118777,4
train,61038,9
train,104503,12
train,110415,13
train,53316,24
train,106354,8
train,8091,19
train,26381,3
train,81114,11
train,44502,9
train,62832,20
train,78871,21
train,41895,17
train,82304,17
train,37375,21
train,8207,2
train,104044,15
train,30023,25
train,45725,1
train,10287,9
train,75170,1
train,54368,20
train,73300,8
train,50876,20
train,25673,16
train,89476,23
train,80636,23
train,37302,22
train,15958,1
train,21778,18
train,101021,15
train,117839,22
train,92535,5
train,114653,25
train,86719,8
train,51217,10
train,16078,7
train,115766,13
train,43947,9
train,56123,7
train,108581,2
train,4224,23
train,81967,11
train,53530,12
train,80685,8
train,120279,11
train,5037,14
train,65559,12
train,101119,26
train,19341,3
train,25396,16
train,28277,18
train,22957,19
train,17739,7
train,95514,3
train,42249,10
train,1795,12
train,32758,8
train,42597,6
train,21643,18
train,62549,5
train,52954,9
train,2851,20
train,81963,11
train,1037,20
train,20674,5
train,101989,11
train,120073,15
train,52807,22
train,84718,3
train,84609,14
train,97530,19
train,122185,13
train,9129,6
train,60069,21
train,73350,18
train,100075,20
train,2391,7
train,26498,6
train,50288,20
train,90761,24
train,89049,20
train,53848,21
train,100703,11
train,25437,22
train,80328,20
train,97753,15
train,1041,17
train,65763,17
train,56040,21
train,36259,18
train,120623,2
train,14853,11
train,116456,5
train,85308,13
train,70803,15
train,57475,12
train,13337,7
train,54656,11
train,48820,12
train,33184,1
train,3184,25
train,10018,17
train,96966,22
train,47567,12
train,65066,16
train,110669,18
train,59108,16
train,67590,18
train,22452,24
train,58142,14
train,47972,12
train,66299,12
train,92058,6
train,120335,22
train,68444,18
train,46704,24
train,100873,3
train,108077,3
train,12201,14
train,49528,1
train,120706,25
train,43787,16
train,34904,4
train,103353,7
train,78312,3
train,31955,12
train,57845,2
train,112727,12
train,43931,13
train,28093,4
train,113688,20
train,14495,14
train,123863,14
train,22260,11
train,23491,12
train,29469,13
train,98052,11
train,76314,20
train,42586,22
train,84388,18
train,96040,2
train,45337,26
train,28930,19
train,35352,7
train,7658,24
train,52809,4
train,92266,14
train,1158,3
train,45931,7
train,15140,7
train,41464,3
train,66750,9
train,116042,25
train,15335,1
train,57354,9
train,114702,26
train,53626,15
train,107602,16
train,15610,2
train,67949,3
train,50171,10
train,118999,14
train,102950,13
train,98957,6
train,65781,9
train,40747,11
train,12626,18
train,59497,23
train,5826,13
train,71358,24
train,37185,3
train,112999,3
train,88493,13
train,33588,17
train,89387,15
train,123659,1
train,92185,21
train,64753,5
train,116327,24
train,61447,19
train,63908,1
train,70831,25
train,107130,14
train,86994,3
train,28572,10
train,94110,18
train,120846,9
train,21850,21
train,26726,21
train,59495,4
train,40376,10
train,56463,24
train,42945,15
train,82408,21
train,30617,6
train,64103,22
train,47290,19
train,12712,1
train,106054,18
train,17020,10
train,59563,13
train,54064,14
train,81438,9
train,59953,8
train,41335,18
train,71237,10
train,37553,6
train,114809,4
train,79565,14
train,106111,2
train,27049,8
train,46590,2
train,47298,2
train,69854,15
train,100541,24
train,70790,7
train,100298,26
train,91997,3
train,8742,13
train,83744,15
train,48132,17
train,35308,23
train,44585,18
train,7912,21
train,88516,24
train,5861,9
train,7899,23
train,3183,22
train,105235,1
train,50699,21
train,122745,23
train,113153,26
train,57306,11
train,104451,7
train,28224,9
train,118352,16
train,85963,20
train,97250,17
train,109863,1
train,87060,8
train,41196,1
train,45081,4
train,121641,1
train,110824,17
train,117519,16
train,45975,18
train,122544,2
train,76134,18
train,31794,24
train,118223,13
train,19054,9
train,93641,15
train,115294,21
train,83126,8
train,105407,17
train,10156,1
train,79268,26
train,100353,26
train,40982,7
train,48138,26
train,52373,21
train,109317,1
train,116544,15
train,21365,23
train,93052,8
