Split,Image_Index,Original_Label
train,23993,1
train,13825,1
train,58467,8
train,58475,8
train,46000,9
train,31831,3
train,52543,3
train,887,9
train,17665,5
train,20529,4
train,33877,3
train,38480,1
train,56237,9
train,38857,7
train,29338,7
train,54661,6
train,50954,5
train,16403,2
train,27113,2
train,20905,8
train,55375,9
train,42238,8
train,16612,4
train,53206,1
train,38786,4
train,4525,8
train,49977,6
train,59374,2
train,45030,6
train,26118,1
train,52823,4
train,4989,9
train,21234,6
train,9630,9
train,18355,9
train,9369,8
train,30017,7
train,1560,9
train,31414,8
train,32136,5
train,54465,5
train,57725,7
train,9819,2
train,24457,8
train,53284,2
train,13053,7
train,29846,9
train,52688,6
train,7691,0
train,44085,9
train,17749,4
train,17962,7
train,42029,8
train,43824,8
train,54315,2
train,56173,4
train,46529,6
train,563,2
train,2748,2
train,45292,5
train,18731,9
train,52599,0
train,13334,1
train,1957,6
train,55759,7
train,22559,6
train,14994,5
train,20879,9
train,52415,3
train,25515,9
train,18907,6
train,38092,8
train,39482,5
train,33275,9
train,16891,6
train,36528,5
train,22604,8
train,19345,2
train,28807,6
train,1277,1
train,23394,6
train,46217,2
train,24951,5
train,19448,7
train,4419,8
train,45904,2
train,59326,2
train,2339,3
train,19893,7
train,24361,5
train,59951,4
train,41060,6
train,9160,5
train,33531,9
train,47573,2
train,37682,9
train,23309,7
train,58263,9
train,23934,2
train,33581,9
train,3911,4
train,16259,1
train,41089,6
train,54121,0
train,52312,0
train,10945,2
train,20329,3
train,20556,1
train,8066,9
train,32630,2
train,38753,2
train,49242,7
train,12303,3
train,58768,0
train,9348,4
train,819,7
train,28559,2
train,18349,6
train,23469,7
train,54325,2
train,49458,7
train,42872,8
train,46125,0
train,26645,0
train,6304,7
train,35660,0
train,7431,2
train,49525,8
train,49013,0
train,6975,6
train,1867,5
train,5062,9
train,16108,2
train,48488,0
train,58068,2
train,21113,6
train,42678,3
train,9073,5
train,6120,4
train,20344,3
train,32770,8
train,8799,6
train,41407,3
train,18912,1
train,164,4
train,53873,4
train,2207,3
train,207,3
train,23024,3
train,45835,7
train,13485,8
train,32195,7
train,32397,5
train,45973,7
train,27862,7
train,37664,9
train,41341,0
train,12410,6
train,47845,5
train,59241,0
train,11890,8
train,29014,3
train,52346,4
train,29652,7
train,5789,1
train,41457,5
train,53124,0
train,48387,6
train,48823,6
train,45768,1
train,3821,6
train,17183,7
train,45689,9
train,830,2
train,53757,3
train,5389,8
train,8082,2
train,3988,5
train,29028,6
train,49797,5
train,57470,5
train,21808,6
train,12560,2
train,21929,6
train,26795,9
train,2558,7
train,31028,5
train,15770,0
train,49668,5
train,4062,5
train,27365,4
train,12272,9
train,31303,6
train,56704,0
train,13390,1
train,2216,9
train,4517,6
train,219,5
train,28960,9
train,19563,6
train,10531,0
train,43374,7
train,27980,4
train,44183,1
train,49990,8
train,10388,7
train,4814,8
train,24046,8
train,22525,4
train,4839,4
train,5706,2
train,29729,8
train,17329,7
train,52675,1
train,20996,7
train,58248,5
train,30585,0
train,48039,0
train,15704,0
train,14094,7
train,22895,9
train,22845,5
train,10680,2
train,42343,3
train,37602,7
train,32068,9
train,26909,3
train,30560,7
train,55059,7
train,37140,6
train,20915,9
train,9228,5
train,19562,6
train,47973,2
train,50950,3
train,4746,4
train,24222,1
train,30234,4
train,41320,0
train,47346,0
train,33658,1
train,20357,0
train,31240,2
train,16328,2
train,42589,5
train,25418,8
train,40048,8
train,15360,9
train,47581,0
train,26332,9
train,5633,8
train,12367,1
train,17877,0
train,31735,3
train,41815,5
train,33156,9
train,45465,9
train,39285,3
train,12502,5
train,57243,1
train,39755,0
train,38235,1
train,12604,5
train,31770,8
train,6638,6
train,56424,0
train,273,5
train,37694,7
train,8499,7
train,36313,7
train,51712,4
train,39488,2
train,55096,6
train,36586,0
train,46407,1
train,44072,8
train,9838,9
train,31602,3
train,8043,2
train,22473,0
train,19487,5
train,46602,9
train,27772,1
train,25364,1
train,2159,1
train,12452,6
train,40141,6
train,13561,7
train,34539,6
train,51062,7
train,43234,8
train,16771,7
train,28479,1
train,22821,5
train,45053,7
train,23833,8
train,47808,6
train,5807,4
train,54472,7
train,3810,3
train,19620,3
train,7092,7
train,49484,6
train,32202,2
train,11305,5
train,46160,7
train,47862,2
train,4796,4
train,1924,3
train,15198,0
train,32459,0
train,24197,9
train,49712,4
train,50416,4
train,28970,1
train,10954,5
train,41070,9
train,5411,9
train,681,6
train,38180,3
train,55192,8
train,12357,0
train,39199,9
train,27115,3
train,15798,0
train,59949,8
train,59869,0
train,38303,1
train,16832,5
train,43720,6
train,52237,8
train,9405,6
train,10306,9
train,2967,6
train,3996,1
train,50392,7
train,679,5
train,43016,1
train,8262,0
train,5925,5
train,36787,5
train,17626,6
train,41965,2
train,116,9
train,8377,7
train,6478,2
train,56229,5
train,22683,7
train,9603,7
train,56232,6
train,56856,4
train,42673,1
train,30653,0
train,14078,5
train,12465,4
train,13427,6
train,47262,7
train,22839,4
train,10384,0
train,30114,6
train,46781,4
train,48518,1
train,47226,2
train,12236,1
train,29180,9
train,35110,2
train,37932,9
train,14644,0
train,32988,7
train,4710,1
train,52762,2
train,59561,7
train,55335,1
train,55292,3
train,55185,6
train,55690,4
train,58536,6
train,23559,1
train,22261,8
train,17268,4
train,13360,5
train,47927,4
train,2726,3
train,20204,8
train,18333,7
train,30779,4
train,32496,1
train,30692,3
train,30846,4
train,21837,4
train,46620,2
train,22461,4
train,48226,1
train,32291,7
train,38504,7
train,33657,0
train,17419,7
train,5331,4
train,5767,0
train,17356,7
train,36914,2
train,31745,3
train,17054,7
train,14412,0
train,24142,3
train,52278,1
train,49079,5
train,6780,2
train,25415,8
train,50804,0
train,59805,0
train,38309,8
train,2768,8
train,4851,2
train,28852,7
train,55369,9
train,1689,3
train,45088,3
train,29506,3
train,47030,8
train,1031,1
train,48812,5
train,5601,1
train,57400,1
train,51825,7
train,1806,5
train,58015,0
train,29821,9
train,57016,3
train,59642,6
train,51102,7
train,51704,7
train,36045,1
train,8930,4
train,35108,1
train,26392,6
train,41724,4
train,31330,7
train,32307,7
train,2877,2
train,47760,3
train,47758,1
train,9939,2
train,28955,3
train,48318,1
train,37050,6
train,32862,4
train,13521,0
train,40187,4
train,5792,4
train,20382,2
train,18387,9
train,6037,4
train,45499,1
train,59686,1
train,43760,2
train,47425,8
train,26962,6
train,43338,2
train,19354,5
train,16110,1
train,8070,1
train,10177,4
train,490,3
train,45434,0
train,48653,4
train,20308,9
train,32468,8
train,22600,6
train,34415,7
train,29922,4
train,31878,9
train,28788,8
train,9616,1
train,18381,6
train,36663,5
train,27765,4
train,37070,5
train,50407,0
train,32848,9
train,31085,7
train,18466,8
train,44863,9
train,46034,8
train,27857,4
train,14770,7
train,35103,8
train,38959,5
train,34854,0
train,49294,3
train,28230,0
train,3798,7
train,26653,4
train,32750,5
train,12481,2
train,33988,7
train,29024,4
train,37690,3
train,28119,3
train,12724,7
train,24533,8
train,26810,6
train,1713,8
train,5987,3
train,34922,1
train,56720,5
train,41111,6
train,11737,2
train,42955,5
train,6595,3
train,9964,2
train,1703,1
train,20016,3
train,5031,3
train,54932,5
train,40536,2
train,15051,6
train,40703,4
train,36931,3
train,33047,2
train,37083,2
train,54686,4
train,5935,6
train,36830,9
train,29437,6
train,23669,8
train,9660,7
train,11910,3
train,37076,4
train,56727,6
train,32329,8
train,5746,9
train,39583,6
train,54231,8
train,433,3
train,25052,1
train,33263,3
train,48698,2
train,55916,7
train,12193,0
train,1590,0
train,18650,0
train,23732,9
train,37481,2
train,6214,8
train,26438,0
train,781,0
train,4908,5
train,39183,7
train,12456,0
train,52654,1
train,17285,0
train,29960,4
train,9803,1
train,56923,9
train,43919,7
train,3167,7
train,54717,6
train,15056,8
train,33735,6
train,59266,1
train,4904,7
train,39886,4
train,27439,1
train,49517,6
train,46780,1
train,13059,2
train,58893,8
train,24562,8
train,8107,7
train,33437,5
train,34932,5
train,52618,9
train,9367,5
train,52014,3
train,15626,8
train,7441,8
train,987,4
train,56760,9
train,47968,5
train,37271,3
train,34266,4
train,45143,7
train,32271,9
train,35524,9
train,50390,0
train,55753,4
train,53232,7
train,45354,0
train,23846,2
train,39712,7
train,3646,6
train,31768,5
train,8051,1
train,39811,0
train,21037,4
train,42704,8
train,39450,8
train,35978,7
train,5340,0
train,24919,9
train,613,3
train,48425,5
train,47993,1
train,55778,9
train,33433,1
train,46120,6
train,37036,1
train,22647,5
train,27666,3
train,57605,2
train,56369,8
train,25710,8
train,38714,3
train,5659,2
train,28380,3
train,7879,2
train,24086,1
train,58326,8
train,18665,0
train,54175,4
train,10515,8
train,52577,9
train,16744,2
train,7511,9
train,2144,0
train,56919,2
train,50598,6
train,53518,1
train,78,1
train,5351,1
train,26852,8
train,4575,7
train,650,2
train,55704,2
train,40380,1
train,43162,1
train,2488,7
train,24216,1
train,48634,9
train,34260,6
train,3333,2
train,47932,6
train,9054,2
train,47017,9
train,25037,6
train,28261,5
train,45520,8
train,1486,3
train,36632,4
train,56394,2
train,9768,7
train,53455,2
train,15587,3
train,28427,0
train,55493,9
train,38526,1
train,31428,3
train,29543,6
train,59509,6
train,47200,1
train,41196,9
train,56945,1
train,16554,8
train,1633,4
train,27433,4
train,16411,3
train,11050,1
train,52221,0
train,25694,0
train,52086,5
train,45618,7
train,54457,2
train,16958,2
train,27824,4
train,28755,0
train,586,7
train,6340,3
train,34009,6
train,52118,2
train,49144,4
train,9679,3
train,11971,2
train,11829,7
train,36107,0
train,45278,4
train,45892,9
train,45247,9
train,33046,5
train,21422,9
train,22645,4
train,44779,3
train,56530,0
train,24870,3
train,34370,5
train,13828,6
train,50456,5
train,26841,6
train,5179,6
train,2583,1
train,34200,7
train,51327,0
train,28498,8
train,50879,4
train,28972,7
train,55339,4
train,36068,6
train,18163,1
train,43236,0
train,34980,1
train,58239,8
train,14277,7
train,203,3
train,27346,4
train,10495,9
train,2478,5
train,4586,6
train,37250,3
train,16620,3
train,37967,2
train,24681,0
train,44540,3
train,52991,7
train,56879,8
train,20789,7
train,755,9
train,29875,3
train,50084,9
train,840,3
train,2325,0
train,17259,1
train,21628,0
train,23375,4
train,36229,2
train,16107,1
train,5417,5
train,19650,8
train,55992,9
train,44262,5
train,39703,4
train,6383,9
train,52172,5
train,31817,4
train,12637,5
train,8818,3
train,41756,0
train,20860,5
train,51654,9
train,42037,2
train,21664,4
train,45336,3
train,6187,8
train,19839,5
train,23214,1
train,31083,4
train,39054,0
train,43367,0
train,15897,8
train,32712,8
train,55164,5
train,50667,1
train,42882,9
train,52300,3
train,36413,8
train,9604,2
train,34165,8
train,31921,5
train,51599,2
train,54187,4
train,8242,8
train,28098,1
train,58805,4
train,42146,7
train,17492,4
train,10944,9
train,24204,3
train,32869,0
train,48837,2
train,13192,7
train,49234,3
train,9058,6
train,43019,7
train,26572,5
train,26266,7
train,7939,2
train,40429,4
train,37425,0
train,26061,8
train,49374,0
train,42196,8
train,49774,0
train,22503,9
train,45472,4
train,29554,6
train,33579,8
train,44506,5
train,24215,2
train,52884,8
train,34585,1
train,13411,0
train,43456,3
train,3799,2
train,34964,2
train,15024,5
train,38830,5
train,23699,6
train,36480,5
train,32898,9
train,17922,4
train,54829,3
train,48119,1
train,26589,7
train,51773,8
train,19303,0
train,642,2
train,31043,0
train,34219,3
train,12476,5
train,54821,8
train,23737,8
train,22223,9
train,35126,4
train,46671,7
train,33542,6
train,1499,7
train,7217,9
train,42629,7
train,44738,5
train,44747,2
train,19806,9
train,43983,4
train,22236,2
train,11028,8
train,45563,3
train,25086,4
train,48975,2
train,29926,0
train,22315,3
train,49084,6
train,54637,4
train,5770,3
train,47599,0
train,4046,7
train,41916,2
train,55996,2
train,21287,4
train,10688,2
train,55583,1
train,11185,7
train,50733,2
train,57985,4
train,8974,6
train,688,2
train,50410,8
train,48500,3
train,14759,1
train,43513,2
train,4091,9
train,18690,8
train,40394,6
train,13458,4
train,15775,8
train,27816,1
train,5826,6
train,1903,9
train,512,5
train,12484,5
train,21112,3
train,2023,3
train,49073,8
train,28454,2
train,28573,4
train,1956,0
train,5385,6
train,41114,9
train,315,1
train,59896,2
train,34065,5
train,7108,9
train,59843,7
train,11389,4
train,45700,9
train,52873,4
train,22255,5
train,11777,3
train,21347,6
train,39175,0
train,59375,3
train,52878,1
train,18184,4
train,1261,4
train,27814,5
train,38138,0
train,28601,9
train,44935,1
train,1625,0
train,26476,1
train,19327,7
train,48421,0
train,43953,8
train,45081,7
train,16252,8
train,41835,2
train,42296,7
train,48336,3
train,18265,7
train,25475,6
train,28868,2
train,44247,2
train,55845,3
train,26352,4
train,37680,5
train,23046,3
train,31780,1
train,23372,0
train,40211,7
train,19656,6
train,10822,5
train,53762,2
train,42744,0
train,38831,1
train,22309,8
train,1352,9
train,57611,8
train,58533,2
train,26130,3
train,3336,3
train,20597,3
train,18203,4
train,50120,1
train,8837,9
train,38459,5
train,31375,1
train,25451,1
train,51053,8
train,36702,6
train,29443,7
train,3458,4
train,17437,9
train,10856,8
train,26936,8
train,8672,3
train,42233,4
train,44307,5
train,58335,1
train,38082,9
train,30914,8
train,505,7
train,48996,9
train,37865,5
train,8478,6
train,3738,4
train,13399,1
train,39191,8
train,20227,7
train,47296,5
train,51535,6
train,15857,3
train,22152,0
train,43431,6
train,44215,5
train,26307,3
train,18459,6
train,2442,8
train,16013,3
train,22732,5
train,55789,2
train,12449,5
train,3651,3
train,21472,4
train,57624,2
train,44007,8
train,23339,4
train,22666,4
train,53086,5
train,17083,6
train,14615,1
train,46339,0
train,59003,7
train,46692,3
train,8686,8
train,32949,2
train,45374,7
train,14932,2
train,48075,8
train,42374,0
train,35975,5
train,30609,2
train,57009,3
train,50387,6
train,29087,1
train,36834,8
train,22338,9
train,8413,2
train,10166,9
train,10206,3
train,44769,9
train,44044,9
train,33260,5
train,43354,7
train,2390,4
train,56499,5
train,49438,8
train,45027,8
train,33788,7
train,13602,5
train,13869,8
train,50108,6
train,20806,6
train,23712,3
train,58044,2
train,44502,2
train,56534,7
train,8682,0
train,34158,1
train,34418,1
train,40520,3
train,38660,0
train,9490,8
train,27484,0
train,47398,9
train,43702,3
train,53755,3
train,3419,5
train,17899,9
train,43046,7
train,31873,2
train,645,3
train,23890,8
train,27643,2
train,32248,5
train,28575,7
train,26482,6
train,17594,8
train,37012,1
train,45169,2
train,15463,6
train,24714,1
train,10858,4
train,11175,9
train,56025,1
train,51793,5
train,1178,3
train,24859,5
train,48646,4
train,20924,4
train,57188,7
train,33065,2
train,9547,4
train,18472,7
train,43005,7
train,23474,4
train,56878,6
train,14229,0
train,31634,2
train,23281,3
train,35258,4
train,30586,0
train,59327,2
train,49394,0
train,26256,0
train,16643,1
train,8864,2
train,43662,0
train,52702,3
train,41979,9
train,14946,5
train,7863,4
train,17803,8
train,8925,4
train,2514,9
train,36221,8
train,11309,7
train,24671,5
train,8505,3
train,39544,7
train,59734,2
train,23213,1
train,50323,6
train,1811,9
train,39919,2
train,11564,7
train,47505,8
train,4135,4
train,17256,4
train,40983,1
train,34431,5
train,3457,4
train,5775,8
train,35280,6
train,51390,1
train,20911,0
train,59793,8
train,23273,0
train,47741,5
train,10469,0
train,10248,1
train,31483,2
train,40482,1
train,35764,8
train,23484,4
train,24728,2
train,47679,9
train,247,9
train,54075,2
train,25885,1
train,16519,0
train,19435,8
train,39754,9
train,4981,0
train,32433,9
train,48353,5
train,9875,1
train,20331,5
train,25582,8
train,3808,6
train,58973,0
train,19160,5
train,40628,9
train,29193,4
train,39716,1
train,1295,3
train,40334,4
train,33351,3
train,44938,5
train,34765,6
train,12858,2
train,2076,3
train,30021,7
train,25800,1
train,56676,4
train,28044,0
train,55416,4
train,33121,5
train,58344,9
train,15867,2
train,22976,8
train,7964,5
train,32997,4
train,46496,1
train,46395,8
train,29330,6
train,48592,1
train,1289,8
train,38187,6
train,40179,0
train,23591,8
train,54006,8
train,11536,9
train,3962,1
train,49634,8
train,294,4
train,58634,4
train,2242,6
train,11354,0
train,7084,1
train,5156,2
train,7606,8
train,36163,0
train,44190,4
train,24920,9
train,50723,0
train,39788,0
train,27628,0
train,29242,1
train,32069,4
train,59063,4
train,22421,8
train,47737,5
train,23114,2
train,33709,3
train,28179,7
train,3375,1
train,44232,4
train,9647,5
train,51189,8
train,21652,2
train,30636,9
train,52157,8
train,50669,2
train,13707,3
train,34378,7
train,32647,4
train,4688,0
train,1355,9
train,39640,9
train,37080,4
train,6746,8
train,14918,5
train,58345,6
train,37313,5
train,41623,1
train,7376,8
train,38527,2
train,47112,6
train,39999,5
train,41204,2
train,58016,6
train,42818,0
train,26209,3
train,9339,5
train,31395,3
train,16567,2
train,30638,6
train,45661,2
train,10111,5
train,44135,5
train,33341,6
train,17809,7
train,18338,8
train,57908,2
train,55061,8
train,31583,4
train,29655,9
train,2813,2
train,45864,9
train,59224,8
train,30573,4
train,40370,7
train,40622,2
train,54513,2
train,44114,6
train,38653,3
train,51724,1
train,33488,2
train,42347,8
train,32919,8
train,40776,5
train,55389,5
train,50643,0
train,10474,7
train,26925,1
train,22025,1
train,19599,4
train,54217,8
train,33645,0
train,15537,2
train,26371,0
train,44871,0
train,30235,8
train,26312,2
train,14827,9
train,14485,5
train,34742,4
train,35577,8
train,4173,7
train,28780,2
train,37769,7
train,6902,7
train,57176,0
train,9916,3
train,55167,7
train,34488,6
train,56903,1
train,57432,9
train,9561,3
train,3487,1
train,30515,3
train,28577,2
train,30310,7
train,10278,3
train,45199,8
train,25685,3
train,43363,8
train,39325,3
train,38004,7
train,37837,0
train,45705,2
train,40100,3
train,28665,9
train,18240,3
train,17086,7
train,25595,1
train,13262,5
train,13840,1
train,55749,2
train,34447,6
train,55939,1
train,37741,1
train,48391,2
train,12161,2
train,23333,1
train,58943,0
train,26660,8
train,54132,8
train,56456,1
train,4355,2
train,47040,9
train,30071,0
train,42375,3
train,41928,7
train,43014,3
train,59848,6
train,25078,3
train,59943,4
train,57609,7
train,31138,0
train,34215,1
train,39395,8
train,55838,5
train,6049,4
train,43993,8
train,14473,6
train,33189,3
train,13341,8
train,31286,1
train,38892,3
train,58294,9
train,32263,2
train,23893,6
train,12232,5
train,55382,6
train,45214,4
train,13558,1
train,13186,8
train,44622,1
train,39771,8
train,11866,6
train,43391,2
train,37456,8
train,54374,4
train,14076,7
train,18313,5
train,47297,8
train,42814,2
train,6024,6
train,59184,9
train,29316,5
train,34137,5
train,52912,6
train,9037,3
train,16854,9
train,30564,1
train,31895,0
train,47958,9
train,20650,4
train,50745,8
train,42271,2
train,3140,7
train,16163,0
train,34116,2
train,23265,3
train,52549,2
train,48104,8
train,18628,9
train,8333,4
train,7803,3
train,46844,6
train,12667,3
train,59130,2
train,10072,2
train,34300,9
train,4228,4
train,40615,1
train,36967,7
train,415,8
train,10074,3
train,6329,4
train,35162,3
train,29204,5
train,19039,7
train,12226,1
train,50980,4
train,38955,3
train,13593,6
train,23174,4
train,29760,5
train,5993,6
train,12930,1
train,6402,6
train,5003,6
train,2577,8
train,39860,2
train,7717,6
train,23148,6
train,20862,2
train,56489,0
train,45180,7
train,56955,1
train,43362,7
train,48448,4
train,18182,1
train,17106,0
train,36978,2
train,2218,0
train,34703,6
train,35330,9
train,42082,3
train,12225,3
train,14715,4
train,50288,3
train,46228,3
train,44024,8
train,43585,5
train,57236,9
train,788,9
train,30337,1
train,54503,6
train,6393,6
train,10657,2
train,14621,4
train,38824,1
train,1829,3
train,44820,5
train,537,5
train,41683,0
train,15116,5
train,50695,2
train,40083,8
train,36345,7
train,8175,8
train,35452,6
train,3046,6
train,10085,1
train,32936,8
train,2564,3
train,13748,1
train,10143,9
train,2609,7
train,1283,5
train,5715,2
train,57018,9
train,29954,7
train,35912,1
train,13258,8
train,2323,4
train,39252,7
train,37345,6
train,25051,0
train,32639,8
train,41022,4
train,2257,0
train,43958,8
train,37821,3
train,37429,4
train,9780,2
train,46265,7
train,3775,8
train,29614,0
train,35600,1
train,7090,4
train,22907,5
train,12841,7
train,16228,1
train,25909,9
train,3153,8
train,43708,1
train,38408,5
train,20255,7
train,12747,3
train,46549,3
train,52043,5
train,51622,4
train,1127,7
train,42766,4
train,24649,2
train,45657,7
train,59746,7
train,50139,1
train,35847,8
train,37359,9
train,664,2
train,5784,7
train,13605,8
train,25612,4
train,2837,6
train,56015,6
train,38649,2
train,9709,4
train,53026,2
train,10065,5
train,26607,5
train,49591,9
train,15754,7
train,21915,7
train,51259,0
train,4944,1
train,34122,5
train,14903,3
train,9119,9
train,305,7
train,15344,0
train,25265,2
train,11675,0
train,31407,4
train,3875,5
train,1030,4
train,51337,4
train,45931,1
train,47312,8
train,30120,2
train,10192,5
train,39248,4
train,45652,7
train,46206,9
train,3546,1
train,44927,7
train,52338,6
train,6656,4
train,7079,2
train,13298,3
train,14153,0
train,42119,4
train,21205,6
train,25627,2
train,34638,1
train,12855,6
train,58463,4
train,50752,9
train,34428,4
train,7027,1
train,40532,3
train,23185,2
train,4647,7
train,25423,5
train,814,2
train,39316,7
train,2,4
train,26712,0
train,1676,1
train,14116,9
train,37291,2
train,18954,4
train,41013,8
train,36089,5
train,48094,5
train,34779,8
train,43933,1
train,53885,8
train,31706,8
train,32611,2
train,32679,9
train,29181,3
train,55842,7
train,22672,9
train,48901,3
train,33469,2
train,27718,3
train,34140,3
train,9824,5
train,33010,6
train,48149,8
train,43844,1
train,55692,2
train,11431,8
train,31335,5
train,36437,5
train,36388,1
train,47025,6
train,18837,0
train,51315,8
train,20325,5
train,59592,7
train,18008,4
train,7625,3
train,14344,6
train,12047,6
train,568,2
train,36277,0
train,53171,7
train,45023,6
train,24584,3
train,54683,1
train,36907,4
train,48754,4
train,40489,5
train,34269,1
train,5500,1
train,41700,7
train,51032,9
train,19954,6
train,34482,9
train,42387,5
train,6626,2
train,25562,9
train,26614,6
train,57174,8
train,5892,9
train,57500,2
train,36146,0
train,18817,2
train,14098,1
train,29975,9
train,25974,2
train,25225,3
train,35977,5
train,42505,3
train,12051,9
train,40690,0
train,48130,9
train,50815,3
train,57644,1
train,18513,7
train,49096,9
train,10616,2
train,27559,6
train,50727,0
train,40691,3
train,8305,6
train,510,1
train,9341,6
train,1445,1
train,15355,8
train,51403,4
train,23678,7
train,33968,5
train,34734,8
train,28416,9
train,6884,5
train,6424,4
train,10686,1
train,6296,0
train,48327,4
train,55498,5
train,45107,6
train,41128,9
train,15476,2
train,36371,0
train,21812,3
train,29574,4
train,56348,9
train,47378,2
train,58170,0
train,57836,7
train,56193,8
train,3162,7
train,41544,8
train,39040,3
train,44642,5
train,56967,5
train,6691,5
train,18768,1
train,29177,0
train,46989,5
train,48348,5
train,13378,8
train,23005,5
train,54926,8
train,43857,6
train,55917,0
train,5530,1
train,20157,8
train,4158,9
train,3431,1
train,42600,6
train,22021,2
train,40956,2
train,32127,8
train,4789,4
train,48420,2
train,8484,9
train,11388,9
train,4384,8
train,7240,1
train,29007,4
train,7316,8
train,3717,6
train,22406,9
train,13497,0
train,39950,1
train,12156,2
train,34861,7
train,12558,7
train,6617,1
train,34142,7
train,36698,6
train,40156,4
train,40024,1
train,11576,2
train,13087,6
train,1009,8
train,12678,7
train,22588,7
train,32935,8
train,23503,2
train,57953,2
train,53857,0
train,52925,7
train,24688,1
train,9895,1
train,16543,0
train,35634,0
train,2644,6
train,49859,3
train,20360,9
train,1314,7
train,48656,6
train,3342,2
train,29901,1
train,59588,3
train,37117,5
train,3119,8
train,55607,4
train,9004,3
train,49009,2
train,17317,9
train,12201,6
train,20155,7
train,37630,2
train,31479,8
train,28028,4
train,13162,7
train,5076,2
train,35164,5
train,55612,9
train,58027,6
train,6599,9
train,28783,7
train,28992,0
train,2276,4
train,1202,6
train,52491,5
train,42249,4
train,13143,4
train,20244,0
train,15996,5
train,51762,5
train,34134,2
train,33124,1
train,19940,1
train,15260,7
train,56350,4
train,21846,4
train,54701,8
train,40011,8
train,57636,9
train,58077,3
train,45042,0
train,23806,5
train,55757,6
train,47706,2
train,57760,0
train,6650,7
train,44504,3
train,17587,1
train,7379,6
train,56554,5
train,6630,0
