Split,Image_Index,Original_Label
train,34862,1
train,29135,2
train,17738,6
train,45840,9
train,1585,6
train,40840,4
train,49722,5
train,29623,0
train,35536,8
train,25956,2
train,25918,5
train,1471,4
train,28539,1
train,24050,7
train,37506,1
train,28407,4
train,28030,7
train,3099,9
train,37792,1
train,21554,5
train,47529,1
train,35664,6
train,13996,1
train,23458,6
train,9979,2
train,46473,6
train,7762,6
train,1702,8
train,31603,3
train,5234,9
train,2637,9
train,27772,3
train,39055,2
train,10899,9
train,3631,6
train,19048,9
train,3891,0
train,45474,6
train,49554,1
train,35439,6
train,13793,3
train,47503,4
train,15200,2
train,32136,2
train,19594,1
train,21885,2
train,2431,1
train,26213,2
train,25848,7
train,28473,7
train,31535,3
train,7593,3
train,11310,6
train,19108,2
train,13034,9
train,23800,5
train,21259,0
train,36655,4
train,13370,9
train,17916,5
train,37195,9
train,42143,1
train,4102,3
train,41636,0
train,34221,5
train,49049,2
train,41697,5
train,22559,6
train,42643,4
train,44458,8
train,18124,7
train,7894,7
train,27070,9
train,25462,0
train,38111,8
train,22620,3
train,39090,5
train,11036,4
train,12899,7
train,42700,4
train,44312,5
train,44776,2
train,30753,3
train,40720,2
train,9847,6
train,44742,0
train,16213,0
train,27178,1
train,18507,4
train,23402,7
train,20216,2
train,14352,6
train,18080,0
train,28240,7
train,15147,0
train,12717,4
train,34363,2
train,13879,2
train,41728,5
train,38175,1
train,9247,1
train,26391,0
train,2124,6
train,14193,0
train,10773,8
train,12934,6
train,20976,0
train,4486,5
train,35616,2
train,32694,6
train,14396,4
train,16437,1
train,44969,9
train,35861,1
train,24408,9
train,28233,9
train,32809,2
train,41253,8
train,4,1
train,21206,1
train,27343,9
train,35394,5
train,31666,4
train,35317,0
train,2617,0
train,4960,5
train,16173,4
train,10292,1
train,6057,9
train,41385,2
train,16657,8
train,1782,8
train,6983,4
train,29075,8
train,8441,9
train,2790,7
train,3346,1
train,18255,7
train,41714,8
train,3102,0
train,21217,0
train,22535,2
train,21208,2
train,24261,6
train,11464,1
train,7728,1
train,28943,6
train,28733,0
train,13769,4
train,20162,1
train,38531,2
train,15602,5
train,32305,1
train,36063,3
train,42723,6
train,22619,4
train,37494,1
train,21972,8
train,6551,6
train,43145,1
train,12827,9
train,29947,4
train,18268,7
train,26571,0
train,7136,2
train,13904,9
train,11322,5
train,4373,0
train,13134,4
train,5893,9
train,30531,2
train,6434,1
train,5267,5
train,11468,6
train,16861,8
train,36786,0
train,7186,7
train,19713,8
train,30524,2
train,35018,8
train,36682,2
train,37705,6
train,29734,8
train,39037,0
train,41089,9
train,27331,3
train,37978,0
train,43428,3
train,32957,5
train,13603,6
train,29609,9
train,30490,3
train,21009,5
train,13760,4
train,4779,8
train,42820,5
train,483,2
train,1354,2
train,19261,4
train,48602,8
train,21188,4
train,148,5
train,42978,1
train,23502,6
train,48151,9
train,19124,8
train,1049,9
train,45844,9
train,41373,8
train,45618,4
train,37479,6
train,3882,9
train,499,7
train,14105,4
train,5386,2
train,17095,7
train,4718,8
train,42818,5
train,18698,1
train,48111,7
train,20116,4
train,4097,0
train,39021,3
train,32570,2
train,5070,1
train,4081,0
train,45699,7
train,28756,5
train,30040,2
train,35968,4
train,2813,7
train,4171,1
train,17831,3
train,44315,9
train,21306,0
train,35152,5
train,45931,3
train,49960,8
train,11882,2
train,20483,5
train,1989,6
train,10295,7
train,25043,7
train,13058,7
train,25214,3
train,24034,4
train,18752,1
train,17333,3
train,44574,2
train,37361,2
train,24309,5
train,23857,3
train,42726,1
train,45492,5
train,19534,9
train,25429,4
train,14992,5
train,29899,7
train,12090,8
train,9759,0
train,9125,6
train,26724,0
train,2519,6
train,34679,6
train,264,0
train,26056,7
train,39130,3
train,46310,5
train,4668,6
train,6047,5
train,27111,9
train,9356,6
train,14192,2
train,27927,6
train,36918,9
train,27367,6
train,12423,2
train,23627,7
train,29861,3
train,26051,2
train,35781,6
train,49121,1
train,14904,1
train,44581,5
train,9837,1
train,46139,8
train,5861,9
train,2700,7
train,36968,4
train,29488,3
train,15195,1
train,46194,1
train,40911,2
train,10563,6
train,21199,1
train,15224,3
train,5677,4
train,7548,1
train,40461,7
train,47090,5
train,27446,4
train,45437,2
train,7284,1
train,20344,3
train,41717,7
train,46102,8
train,35417,0
train,20198,8
train,47947,8
train,47565,2
train,36690,4
train,18680,0
train,8208,4
train,41558,6
train,34891,5
train,19527,0
train,27318,1
train,22235,5
train,30754,3
train,33095,4
train,20369,7
train,3554,6
train,29000,9
train,11568,3
train,48631,1
train,7365,4
train,14320,5
train,19707,6
train,17821,3
train,38445,3
train,25454,7
train,20770,3
train,17320,2
train,23655,4
train,35186,4
train,18073,0
train,36225,4
train,12202,5
train,28218,5
train,34427,9
train,5150,2
train,12705,7
train,37545,2
train,36245,2
train,8967,2
train,8197,1
train,34080,1
train,26561,9
train,32878,9
train,46419,0
train,33647,0
train,43392,6
train,36852,3
train,14067,1
train,33263,2
train,42384,5
train,38707,6
train,10619,3
train,45722,7
train,35347,2
train,47670,1
train,32115,9
train,17676,6
train,35770,3
train,30558,9
train,27984,2
train,21992,1
train,21814,7
train,22788,1
train,32614,3
train,12097,7
train,22594,2
train,39941,3
train,18365,4
train,33147,9
train,25321,6
train,25553,7
train,10118,9
train,2975,2
train,45647,2
train,18967,9
train,9469,8
train,18612,2
train,9085,1
train,29300,2
train,43030,4
train,41317,7
train,39363,1
train,9819,0
train,1005,4
train,8659,7
train,45039,6
train,35681,2
train,12652,5
train,30126,5
train,44144,3
train,32103,2
train,39750,7
train,16568,9
train,47192,5
train,35003,7
train,944,5
train,27877,2
train,23227,5
train,26498,1
train,49337,1
train,25802,3
train,48826,7
train,44084,3
train,32695,3
train,47712,6
train,13969,9
train,38883,2
train,49125,9
train,32186,4
train,21693,4
train,30270,3
train,29070,4
train,19752,3
train,13728,8
train,49461,9
train,33116,5
train,34919,0
train,37973,3
train,24639,0
train,25796,8
train,45208,6
train,33773,7
train,163,7
train,25963,9
train,21028,8
train,3764,8
train,5418,9
train,28837,4
train,7826,0
train,26784,8
train,11695,1
train,48007,3
train,33675,4
train,273,9
train,32875,7
train,2415,4
train,36480,4
train,15433,7
train,47604,7
train,31222,5
train,2534,8
train,25303,9
train,7228,3
train,24996,4
train,31387,9
train,45960,5
train,12427,9
train,6021,4
train,26734,2
train,26811,7
train,22754,1
train,20981,6
train,5866,8
train,36269,3
train,46606,5
train,46024,9
train,32098,3
train,33769,6
train,45224,7
train,43558,9
train,10725,2
train,46808,9
train,34560,8
train,46153,4
train,8928,5
train,2153,1
train,11752,3
train,11024,5
train,15882,3
train,26907,3
train,38011,0
train,32859,6
train,14917,9
train,11156,2
train,16097,6
train,14793,2
train,1299,4
train,26465,1
train,33572,0
train,39782,7
train,18736,6
train,30350,6
train,31829,9
train,35732,6
train,24058,0
train,24843,6
train,76,9
train,8729,1
train,27563,6
train,43045,0
train,25395,8
train,16931,5
train,12885,6
train,4145,1
train,6237,9
train,22105,3
train,26246,8
train,31826,6
train,11305,0
train,48194,2
train,15337,9
train,20229,9
train,26406,7
train,28201,7
train,25695,2
train,45989,5
train,4016,7
train,33787,6
train,31801,5
train,1018,4
train,6905,3
train,13264,1
train,17500,4
train,12390,5
train,16240,4
train,34097,1
train,33808,1
train,9202,4
train,8000,3
train,49388,8
train,44262,7
train,10765,4
train,27263,3
train,18801,6
train,44316,4
train,40431,1
train,42164,4
train,23377,0
train,12550,6
train,29513,0
train,30592,7
train,10558,3
train,4957,0
train,43402,3
train,16168,5
train,36346,7
train,46314,8
train,5742,4
train,36152,2
train,33467,5
train,38500,7
train,41904,9
train,27348,5
train,34772,9
train,15338,6
train,46573,4
train,31307,2
train,1615,4
train,39663,5
train,29466,4
train,47796,4
train,21962,3
train,40422,1
train,19787,3
train,36759,2
train,8051,5
train,37898,7
train,23099,0
train,5243,1
train,42043,2
train,21890,1
train,30452,3
train,10590,9
train,10539,4
train,12543,8
train,14966,1
train,27686,0
train,44496,5
train,39828,1
train,30802,4
train,41296,1
train,5394,9
train,35528,0
train,31306,4
train,26385,9
train,28605,1
train,28024,1
train,20801,5
train,49499,3
train,48519,6
train,32702,3
train,27051,6
train,47488,4
train,2530,3
train,35769,3
train,27990,4
train,41676,8
train,33162,0
train,11981,6
train,43159,8
train,18688,7
train,3283,4
train,11027,8
train,5044,7
train,27256,9
train,4215,9
train,44672,8
train,47285,7
train,10431,6
train,21373,3
train,24003,1
train,5811,1
train,37077,6
train,13941,3
train,43993,0
train,7791,9
train,36595,1
train,40077,4
train,36979,3
train,16645,7
train,37526,8
train,46628,5
train,32386,5
train,18802,7
train,46069,5
train,43671,7
train,46456,7
train,15168,4
train,29580,9
train,48015,2
train,42731,5
train,35937,3
train,9767,0
train,44303,0
train,39991,2
train,18811,4
train,34552,6
train,22004,6
train,22027,6
train,17824,8
train,49370,9
train,26089,6
train,9676,9
train,39033,3
train,15409,4
train,24686,4
train,6471,6
train,20203,3
train,14095,7
train,47156,9
train,14885,9
train,28996,3
train,30353,4
train,33021,2
train,49453,9
train,28456,0
train,25083,0
train,17336,9
train,24394,6
train,10872,0
train,8882,0
train,1429,8
train,31945,1
train,15383,3
train,23812,1
train,17815,1
train,48451,9
train,35294,2
train,15771,6
train,16534,5
train,47953,6
train,1755,0
train,20815,4
train,4811,2
train,19773,1
train,13223,0
train,23668,5
train,3996,7
train,1400,0
train,44935,7
train,12225,3
train,44708,6
train,23687,9
train,42641,6
train,25567,1
train,12770,7
train,13112,5
train,39896,8
train,46144,6
train,37565,8
train,15870,0
train,48531,2
train,29891,4
train,26913,0
train,38530,9
train,766,8
train,23404,5
train,37066,0
train,48239,0
train,12233,8
train,12851,5
train,37226,9
train,29896,5
train,32345,6
train,1368,3
train,11419,3
train,13401,0
train,22787,6
train,49344,0
train,21545,8
train,33358,3
train,28099,5
train,3436,2
train,44394,9
train,49905,8
train,34595,1
train,21582,4
train,45028,1
train,29182,9
train,49642,9
train,177,5
train,24767,1
train,46901,5
train,1123,0
train,3801,3
train,36779,3
train,3223,6
train,28248,1
train,22404,6
train,45146,9
train,25600,1
train,10081,7
train,7711,9
train,26353,4
train,6436,5
train,18333,1
train,39928,2
train,14833,6
train,36159,3
train,36537,1
train,39192,1
train,5624,4
train,16191,0
train,11223,1
train,6412,2
train,8803,6
train,24101,0
train,12599,8
train,23430,3
train,27497,0
train,35071,3
train,29215,3
train,45037,8
train,39720,7
train,22603,2
train,21698,6
train,22497,9
train,13242,1
train,26988,8
train,26904,3
train,35479,3
train,43310,9
train,1304,1
train,33574,4
train,47134,5
train,31192,7
train,10984,6
train,32604,2
train,42604,3
train,41947,2
train,40362,3
train,37510,3
train,30959,0
train,33001,5
train,41962,8
train,2278,7
train,43788,9
train,18101,2
train,21354,4
train,46548,0
train,19281,6
train,36260,7
train,47860,8
train,2510,6
train,36870,3
train,24999,1
train,46665,2
train,9455,2
train,11804,1
train,6896,1
train,30433,8
train,45188,0
train,40067,4
train,29872,7
train,10277,7
train,32355,9
train,5084,1
train,18387,3
train,26161,3
train,5466,9
train,32725,3
train,43326,9
train,45160,9
train,19759,7
train,3808,1
train,22120,7
train,2266,5
train,33396,2
train,11347,5
train,2634,5
train,12929,1
train,22289,5
train,21907,9
train,33150,7
train,38910,4
train,21191,4
train,42702,4
train,24645,7
train,45157,1
train,39060,2
train,16121,8
train,9060,3
train,8932,1
train,30907,4
train,10538,7
train,44921,7
train,11947,5
train,33864,0
train,46575,2
train,28346,4
train,18468,7
train,45030,1
train,27058,9
train,23643,7
train,49531,5
train,10083,2
train,7722,1
train,45732,3
train,700,0
train,13373,7
train,46887,2
train,22073,5
train,19615,2
train,41780,7
train,4164,9
train,13042,2
train,42224,9
train,21668,2
train,30363,9
train,47092,7
train,1390,9
train,35979,1
train,43137,9
train,26204,2
train,13928,3
train,10307,7
train,1166,0
train,39591,5
train,24724,6
train,11538,2
train,15595,3
train,18391,0
train,22261,1
train,41752,5
train,32358,3
train,40424,4
train,44063,7
train,20877,3
train,16001,9
train,27053,5
train,25412,8
train,30945,1
train,42065,1
train,24220,1
train,23088,1
train,19669,9
train,48868,9
train,17455,3
train,7640,1
train,23675,7
train,39126,4
train,647,7
train,25521,8
train,13973,1
train,2514,2
train,21936,8
train,21793,9
train,18184,2
train,20333,6
train,4007,3
train,29807,1
train,31473,1
train,29566,5
train,45855,2
train,8908,3
train,42080,4
train,14667,4
train,17718,1
train,36488,4
train,35720,9
train,49007,8
train,1076,3
train,8420,3
train,49416,1
train,6255,7
train,31448,6
train,49445,8
train,48939,0
train,5687,8
train,28442,5
train,30963,0
train,42390,7
train,17794,5
train,14927,1
train,5241,7
train,18969,3
train,43737,3
train,28962,4
train,44349,5
train,6229,3
train,19136,4
train,11360,9
train,24709,9
train,35986,7
train,36294,4
train,13849,1
train,44005,2
train,41237,4
train,23574,4
train,1639,4
train,30559,4
train,49975,3
train,49876,8
train,26278,5
train,29391,6
train,34098,8
train,18467,9
train,21429,1
train,48404,2
train,18286,3
train,25575,7
train,4452,6
train,10895,1
train,41350,6
train,22459,2
train,31274,1
train,32052,3
train,16738,8
train,39703,4
train,1117,9
train,25139,6
train,33918,5
train,39212,9
train,27917,9
train,39722,5
train,49303,0
train,12199,6
train,44486,6
train,35612,9
train,10622,9
train,30094,4
train,15669,1
train,37282,5
train,28047,5
train,28910,1
train,11034,5
train,49270,7
train,7549,6
train,9295,5
train,8308,9
train,5098,5
train,20001,5
train,39078,7
train,6130,1
train,49443,3
train,46442,8
train,12286,8
train,15414,0
train,42208,9
train,40787,2
train,28622,1
train,25714,0
train,30744,0
train,39672,9
train,45288,0
train,32055,5
train,42746,2
train,45245,5
train,16081,5
train,24779,3
train,41050,7
train,46713,9
train,9747,8
train,6425,0
train,21602,0
train,21234,1
train,36053,1
train,32433,7
train,44314,6
train,3127,9
train,24202,8
train,4127,5
train,9779,4
train,32382,7
train,22196,9
train,19945,0
train,8635,3
train,49356,1
train,45394,7
train,29797,6
train,11074,4
train,39812,7
train,11330,5
train,10754,7
train,44569,8
train,42719,7
train,47206,8
train,9264,5
train,44559,7
train,9491,5
train,21783,3
train,45595,4
train,38057,7
train,10707,4
train,44890,8
train,45229,2
train,21784,7
train,4354,1
train,44807,8
train,44269,1
train,29117,1
train,42145,6
train,33368,0
train,1254,4
train,1165,7
train,39598,8
train,7606,7
train,23167,7
train,2688,5
train,46766,2
train,33103,2
train,34090,1
train,13861,0
train,12435,0
train,15850,7
train,9693,8
train,41881,7
train,16383,4
train,23269,6
train,7106,2
train,4622,9
train,4355,5
train,19808,3
train,16627,3
train,1105,9
train,18908,1
train,34160,3
train,12379,6
train,39312,2
train,33249,0
train,15065,2
train,1219,2
train,17984,1
train,8850,9
train,17752,1
train,24803,3
train,11248,8
train,41856,2
train,31634,1
train,37248,1
train,6185,3
train,34556,4
train,42884,8
train,8414,8
train,1109,3
train,31327,8
train,10537,8
train,26728,5
train,43343,7
train,31820,6
train,5746,2
train,9376,9
train,44188,9
train,16882,1
train,29594,2
train,1873,5
train,3334,0
train,36933,8
train,37591,4
train,30058,3
train,8883,8
train,19803,4
train,18753,2
train,11787,1
train,18674,2
train,10741,0
train,3710,6
train,24628,5
train,13545,8
train,46583,7
train,20862,0
train,26263,2
train,22923,3
train,18947,9
train,10429,5
train,662,7
train,5300,9
train,24075,1
train,12637,9
train,37529,7
train,35605,1
train,16304,8
train,17032,1
train,11124,6
train,5633,4
train,22871,7
train,26709,7
train,49700,2
train,15417,3
train,2370,7
train,5965,5
train,3743,1
train,40569,1
train,42855,9
train,23731,8
train,25104,8
train,39910,3
train,10048,3
train,42293,5
train,32185,7
train,45137,3
train,49245,0
train,12561,6
train,46797,7
train,39184,8
train,6570,0
train,42662,4
train,6975,8
train,32716,8
train,15009,4
train,40834,7
train,46794,1
train,28115,8
train,27705,2
train,1784,4
train,15853,7
train,34386,9
train,23889,7
train,8069,6
train,30372,5
train,22815,9
train,41784,7
train,30201,5
train,32799,4
train,49472,5
train,49750,9
train,44301,5
train,41297,6
train,22610,6
train,7236,5
train,28250,4
train,19493,0
train,40901,7
train,17793,6
train,1252,3
train,27821,9
train,25786,0
train,49456,7
train,27784,9
train,42500,7
train,34793,4
train,32148,7
train,46604,3
train,45265,0
train,23285,5
train,13414,6
train,36375,8
train,21585,1
train,34092,6
train,46632,0
train,30497,0
train,33491,6
train,36128,1
train,17421,2
train,22308,0
train,49033,5
train,33664,4
train,13886,8
train,13177,2
train,36462,6
train,41356,1
train,24318,4
train,15431,5
train,49054,3
train,29213,3
train,33187,4
train,42055,9
train,49652,1
train,17365,3
train,11676,8
train,46307,6
train,30626,6
train,9726,7
train,15937,3
train,48677,0
train,23341,9
train,28526,1
train,46687,9
train,39532,1
train,28219,4
train,49089,3
train,43415,6
train,34814,8
train,1679,7
train,31090,2
train,24099,3
train,22725,7
train,19688,9
train,45077,1
train,137,1
train,30513,2
train,4715,4
train,48252,0
train,25772,3
train,217,5
train,35398,3
train,39729,2
train,44693,3
train,25715,4
train,33463,3
train,16123,2
train,35793,7
train,29336,0
train,41142,6
train,1844,2
train,11046,7
train,23243,9
train,4586,9
train,402,2
train,20486,1
train,29659,0
train,41057,3
train,36618,1
train,3120,1
train,19095,1
train,1403,6
train,19622,8
train,36365,6
train,3571,3
train,399,4
train,29472,9
train,42198,3
train,4737,3
train,47439,3
train,29025,9
train,27928,6
train,37400,9
train,36417,7
train,37698,1
train,32293,3
train,3654,3
train,18367,8
train,43367,2
train,37312,5
train,3085,1
train,45672,1
train,6398,7
train,32926,5
train,46811,5
train,23899,0
train,4914,8
train,21355,9
train,21848,1
train,39391,1
train,28373,3
train,30098,5
train,32960,4
train,43545,2
train,35489,8
train,46967,2
train,1512,8
train,9865,3
train,16374,5
train,32659,0
train,17736,8
train,29701,3
train,23875,9
train,10698,9
train,27620,3
train,8361,4
train,16178,8
train,43538,6
train,39859,9
train,6267,6
train,25738,3
train,7541,6
train,39826,0
train,30227,1
train,34491,8
train,22399,1
train,6734,7
train,26007,0
train,28494,6
train,32317,7
train,10791,9
train,40306,7
train,32487,7
train,44273,1
train,9622,5
train,2346,2
train,35436,8
train,19587,8
train,15558,1
train,13692,6
train,37159,7
train,40214,5
train,16299,1
train,16198,7
train,12029,0
train,36740,4
train,19913,3
train,7961,7
train,39762,7
train,14191,7
train,18792,9
train,32915,8
train,8166,2
train,31789,7
train,41819,4
train,47867,4
train,20626,3
train,34075,6
train,29153,0
train,4035,6
train,8555,7
train,16933,5
train,468,0
train,49126,7
train,8832,6
train,12122,6
train,5584,2
train,46377,6
train,44862,6
train,43912,6
train,21384,1
train,7247,6
train,39822,3
train,2102,7
train,47688,5
train,49830,8
train,39593,8
train,49381,1
train,2717,5
train,26507,0
train,40504,0
train,42650,3
train,4623,9
train,49613,1
train,45183,9
train,34401,7
train,32517,3
train,17645,5
train,6502,2
train,6649,3
train,19060,3
train,16290,2
train,23558,2
train,39432,7
train,14536,3
train,43761,6
train,36145,3
train,41941,8
train,47583,9
train,9460,5
train,44607,7
train,13828,4
train,49006,0
train,31450,0
train,22252,9
train,33309,6
train,36348,6
train,29038,3
train,17338,4
train,16856,8
train,43868,5
train,20686,0
train,23291,9
train,33634,5
train,26890,4
train,17103,0
train,5665,0
train,31950,8
train,12979,9
train,46913,6
train,3679,3
train,11547,9
train,36819,0
train,22977,2
train,21161,4
train,30931,5
train,38945,3
train,22090,1
train,34445,1
train,11649,4
train,42453,7
train,1132,6
train,49206,9
train,20681,7
train,43397,5
train,23617,8
train,13462,1
train,47864,7
train,38953,4
train,22665,0
train,5352,9
train,46071,5
train,22037,1
train,3195,5
train,33440,1
train,40917,2
train,25264,1
train,9508,1
train,47731,7
train,11897,0
train,14660,6
train,49583,9
train,10836,8
train,28545,2
train,14835,2
train,34311,6
train,21037,6
train,17969,0
train,18364,2
train,31781,5
train,8108,6
train,47160,5
train,9583,1
train,2457,5
train,927,0
train,10275,0
train,37119,6
train,48398,5
train,17971,5
train,46162,1
train,5046,3
train,37370,3
train,14333,7
train,30819,5
train,16776,0
train,17612,5
train,27941,5
train,12056,0
train,18309,6
train,7237,8
train,39449,9
train,35969,7
train,37923,4
train,9265,8
train,9371,3
train,17732,1
train,23536,3
train,18619,3
train,15066,9
train,19033,4
train,47288,1
train,5536,7
train,12787,7
train,25688,3
train,42298,0
train,47394,3
train,28639,7
train,28921,0
train,41746,9
train,19648,8
train,18946,5
train,43808,4
train,45307,9
train,32022,0
train,27629,4
train,45359,2
train,10383,3
train,9703,5
train,28611,2
train,35403,0
train,1783,7
train,37527,5
train,1710,3
train,21289,9
train,21725,2
train,38209,3
train,19040,6
train,46842,5
train,7499,8
train,27084,1
train,26849,3
train,8119,1
train,38993,6
train,30367,6
train,7366,8
train,45868,8
train,2386,3
train,13468,1
train,36295,8
train,5589,0
train,36332,5
train,13290,2
train,26220,8
train,626,0
train,18304,4
train,10483,8
train,27037,1
train,2500,5
train,32379,3
train,28251,5
train,43550,4
train,3235,2
train,27090,3
train,26664,8
train,29425,5
train,16826,7
train,18818,4
train,2607,6
train,6607,3
train,11768,0
train,45971,6
train,24519,6
train,41795,7
train,44103,3
train,14699,4
train,22945,8
train,32618,8
train,14041,4
train,15122,3
train,27385,6
train,24858,7
train,31212,7
train,29608,5
train,34665,9
train,33044,6
train,25195,2
train,2498,9
train,8916,3
train,44209,6
train,28244,1
train,12319,8
train,36643,3
train,6195,9
train,397,8
train,6854,6
train,36885,2
train,35530,1
train,2212,8
train,7699,5
train,11620,9
train,27667,6
train,26233,4
train,8342,0
train,39356,4
train,40440,7
train,48312,1
train,32252,1
train,30221,8
train,30487,0
train,7949,8
train,10260,6
train,23797,0
train,37643,8
train,34636,8
train,4072,3
train,41907,0
train,21375,9
train,8938,1
train,35818,7
train,36601,3
train,5793,9
train,26625,9
train,23664,9
train,36705,9
train,39097,1
train,24518,3
train,45775,4
train,36166,5
train,18373,3
train,36337,0
train,31429,4
train,24086,9
train,2289,1
train,36138,2
train,19214,8
train,21130,5
train,23834,7
train,26546,0
train,8954,5
train,46055,7
train,8881,2
train,39218,1
train,21688,9
train,1085,6
train,7229,5
train,47539,3
train,25649,3
train,18095,7
train,11423,4
train,8465,7
train,5577,7
train,21649,4
train,16148,0
train,18703,9
train,33161,5
train,19817,8
train,20103,4
train,36649,9
train,35858,0
train,18246,1
train,9457,6
train,33683,0
train,14149,8
train,28169,6
train,7633,2
train,14822,7
train,17585,4
train,29979,3
train,2396,7
train,11816,2
train,40282,2
train,23811,7
train,33104,8
train,12710,2
train,8707,8
train,23799,8
train,36077,3
train,46112,5
train,8886,9
train,8431,6
train,37287,6
train,30247,9
train,9661,4
train,12725,8
train,47851,3
train,43744,3
train,29462,9
train,39020,6
train,49392,1
train,13221,3
train,20782,4
train,11225,9
train,41602,1
train,43172,4
train,40146,4
train,17721,5
train,12752,2
train,7721,1
train,27487,0
train,17524,7
train,38757,6
train,38435,7
train,36447,2
train,26999,2
train,40763,5
train,23018,3
train,43461,6
train,13655,2
train,7245,9
train,45658,9
train,20097,0
train,23771,6
train,5797,3
train,28977,7
train,29770,4
train,14618,4
train,25539,7
train,18521,5
train,40822,1
train,3573,7
train,24782,7
train,18707,8
train,20653,9
train,521,4
train,15708,5
train,13489,0
train,24800,6
train,29002,9
train,45633,5
train,10970,4
train,24624,4
train,29649,5
train,22634,3
train,36310,6
train,15845,5
train,9880,9
train,44082,0
train,29147,8
train,25407,9
train,32118,5
train,1462,9
train,28029,3
train,13804,6
train,48241,6
train,45557,5
train,18672,8
train,44709,0
train,31815,9
train,47821,6
train,11866,8
train,23565,8
train,42801,3
train,5546,8
train,32238,5
train,16242,6
train,40571,8
train,29851,9
train,11400,0
train,27836,7
train,43071,5
train,6134,8
train,42708,3
train,4695,4
train,44522,6
train,26173,5
train,38639,0
train,42128,9
train,45964,6
train,49823,9
train,35239,7
train,38450,6
train,13851,8
train,7193,7
train,42237,1
train,23343,2
train,36952,5
train,26780,9
train,27768,0
train,3928,9
train,914,6
train,43554,3
train,22190,0
train,26983,7
train,12325,0
train,1681,1
train,17664,3
train,26485,3
train,1068,1
train,46670,8
train,34519,1
train,32579,7
train,18441,5
train,3550,3
train,40315,9
train,6262,6
train,14161,3
train,543,4
train,14377,4
train,41486,3
train,19303,6
train,48223,4
train,3886,1
train,1750,5
train,14873,6
train,38996,2
train,24181,7
train,46660,4
train,27584,1
train,41328,6
train,24012,7
train,42307,1
train,10581,9
train,48877,8
train,34870,8
train,9517,7
train,12883,0
train,28182,7
train,981,5
train,34460,0
train,41403,8
train,14815,4
train,4580,8
train,34269,1
train,46936,0
train,424,5
train,37795,5
train,30590,5
train,20458,0
train,6377,5
train,37293,7
train,43074,6
train,31648,0
train,49405,9
train,48607,6
